"","Features","L1","L2","Win1","Win2","WeightedWin1","WeightedWin2","Prediction"
"288","OneMonthBefore+Hotel+Restaurant","52.2711186063572","69.4910632987232","6","4","8","7","189.393379247728"
"289","OneMonthBefore+Jobs+Restaurant","43.7436924126927","60.1690405491995","7","5","9","7","201.30779828816"
"290","OneMonthBefore+Nightlife+Restaurant","42.8989873181427","57.2325884192479","7","5","8","7","208.066740993638"
"291","OneMonthBefore+Nutrition+Restaurant","43.4389811382245","58.1362743144645","7","5","9","7","192.384464565528"
"292","OneMonthBefore+RealEstate+Restaurant","45.848805301857","61.194619472513","5","3","7","6","195.251197276386"
"293","OneMonthBefore+Sports","42.0261297680896","56.7445561465022","6","5","8","7","202.774312863402"
"294","OneMonthBefore+Autos+Sports","53.4765641456447","66.3056103113381","5","3","7","7","192.123306641531"
"295","OneMonthBefore+Bus+Sports","41.8871006191986","61.8368560774788","5","6","7","7","193.250207275969"
"296","OneMonthBefore+ClothesAndShoes+Sports","43.1702703815971","57.5770760860439","6","5","8","7","202.568253956417"
"297","OneMonthBefore+Commerce+Sports","45.499488940212","59.2798679120573","5","4","7","6","208.030862568157"
"298","OneMonthBefore+ConsumerElectronics+Sports","42.9093465406255","56.802465160173","6","5","8","7","198.043817325387"
"299","OneMonthBefore+Education+Sports","44.4601585424158","59.304390232894","5","4","7","6","204.729947245105"
"300","OneMonthBefore+Finance+Sports","39.7657643450815","54.5165697616504","6","4","9","7","169.464129687269"
"301","OneMonthBefore+Flight+Sports","49.5873228839913","61.164776667544","4","4","7","7","207.56303677556"
"302","OneMonthBefore+Health+Sports","48.9938490381252","59.9325367036863","3","5","5","7","200.031397905497"
"303","OneMonthBefore+Hotel+Sports","59.2966206108248","72.8470703116837","4","3","6","6","191.625760271389"
"304","OneMonthBefore+Jobs+Sports","45.501820025469","60.8537783793932","5","4","7","6","201.603033564035"
"305","OneMonthBefore+Nightlife+Sports","50.0640067213083","62.7080051620866","4","4","7","7","208.847489423323"
"306","OneMonthBefore+Nutrition+Sports","46.2634592800003","59.4596587782075","4","5","7","7","202.698749055983"
"307","OneMonthBefore+RealEstate+Sports","51.3136184936883","64.717883096569","4","3","7","6","196.456178974316"
"308","OneMonthBefore+Restaurant+Sports","54.019131050801","67.5479640902084","5","4","7","7","199.718406735355"
"309","OneMonthBefore+TravelGuide","44.0230696477428","60.7884011583473","6","4","7","6","193.064067207141"
"310","OneMonthBefore+Autos+TravelGuide","40.8972226816531","57.3252863484162","9","4","10","6","194.767661734712"
"311","OneMonthBefore+Bus+TravelGuide","41.5844379885548","56.0988000304667","4","5","6","5","208.159226161867"
"312","OneMonthBefore+ClothesAndShoes+TravelGuide","45.2472034346113","61.4119445941351","7","4","8","6","198.432478693441"
"313","OneMonthBefore+Commerce+TravelGuide","45.741116170407","60.7256250910654","5","4","7","6","211.832218530062"
"314","OneMonthBefore+ConsumerElectronics+TravelGuide","43.0971492744599","58.6799005603265","6","4","8","6","200.615858500285"
"315","OneMonthBefore+Education+TravelGuide","44.0400836243596","60.9842070054322","6","4","7","6","193.099940139731"
"316","OneMonthBefore+Finance+TravelGuide","44.4560784396606","61.3335823112073","5","4","7","7","173.486730161561"
"317","OneMonthBefore+Flight+TravelGuide","44.0697224604252","61.8947210518703","5","4","6","6","192.306241634948"
"318","OneMonthBefore+Health+TravelGuide","44.7017304209194","61.4359308383775","6","4","8","6","198.490685783823"
"319","OneMonthBefore+Hotel+TravelGuide","44.9829323365815","61.6164386249575","6","6","8","8","186.113877535745"
"320","OneMonthBefore+Jobs+TravelGuide","44.0028363138394","59.4431120465703","6","4","8","6","204.898957567954"
"321","OneMonthBefore+Nightlife+TravelGuide","44.0128034099809","61.2228630508152","5","4","6","6","191.328323130009"
"322","OneMonthBefore+Nutrition+TravelGuide","44.4457363122707","61.1720209620319","6","4","7","6","193.230948381351"
"323","OneMonthBefore+RealEstate+TravelGuide","45.8770243686247","60.0250455495268","5","4","8","6","193.52238647149"
"324","OneMonthBefore+Restaurant+TravelGuide","42.3187871917125","59.474342903171","7","4","8","6","195.491514541759"
"325","OneMonthBefore+Sports+TravelGuide","47.4413529774828","61.856263947755","4","4","7","6","203.62489516646"
"326","OneMonthBefore+University","42.8932838747208","58.2401606495964","7","4","8","6","205.943323854074"
"327","OneMonthBefore+Autos+University","41.9672103032234","58.0325428465126","9","4","10","6","199.307833202663"
"328","OneMonthBefore+Bus+University","40.4868636274634","58.3090176811684","6","5","7","5","193.824355173795"
"329","OneMonthBefore+ClothesAndShoes+University","45.530643898852","61.5086787504077","7","4","8","6","205.97519879005"
"330","OneMonthBefore+Commerce+University","44.8942514070655","60.5918946139026","7","5","8","7","206.640794682923"
"331","OneMonthBefore+ConsumerElectronics+University","43.5181793655811","58.9894072578367","6","4","8","6","203.65920010315"
"332","OneMonthBefore+Education+University","41.84786706325","54.0097204834263","7","5","9","7","238.136051358757"
"333","OneMonthBefore+Finance+University","41.4516067364293","57.5583992862811","6","3","8","6","178.647097049663"
"334","OneMonthBefore+Flight+University","43.5569405079326","58.6771981495979","7","4","8","6","215.55452994498"
"335","OneMonthBefore+Health+University","42.6224377822343","58.7661258078232","7","4","8","6","204.624760413446"
"336","OneMonthBefore+Hotel+University","47.9056753790017","63.5349538560576","5","4","7","6","195.744593785714"
"337","OneMonthBefore+Jobs+University","45.0420365379464","60.1148465540768","7","5","8","7","204.921923706929"
"338","OneMonthBefore+Nightlife+University","43.7148889338057","58.5675297631714","7","4","8","6","216.887430752311"
"339","OneMonthBefore+Nutrition+University","44.4851257947781","58.3985848295143","6","4","8","6","207.067671510896"
"340","OneMonthBefore+RealEstate+University","44.7811016281414","60.098817740079","4","4","6","6","201.233999726767"
"341","OneMonthBefore+Restaurant+University","43.1552818843949","58.8071683916837","7","4","8","6","206.629016606979"
"342","OneMonthBefore+Sports+University","48.0739420944752","63.4736687198466","6","5","7","7","205.951760902433"
"343","OneMonthBefore+TravelGuide+University","43.5876290054571","58.5683977493582","7","4","8","6","211.419711023805"
"344","TwoMonthBefore","61.0441530192083","72.0789012649659","4","2","7","7","182.065481491729"
"345","TwoMonthBefore+Autos","49.3241871408765","63.0765343338552","7","5","8","7","192.374047554397"
"346","TwoMonthBefore+Bus","46.4579568681015","63.4391803757102","4","6","5","7","199.974423930093"
"347","TwoMonthBefore+Autos+Bus","51.4616601244956","65.7445684034284","3","4","5","5","200.893280723989"
"348","TwoMonthBefore+ClothesAndShoes","49.7873051467526","63.220150825103","7","5","8","7","203.014787916335"
"349","TwoMonthBefore+Autos+ClothesAndShoes","58.4598349703483","68.5841246890231","4","2","7","7","179.082869891811"
"350","TwoMonthBefore+Bus+ClothesAndShoes","49.6108793550999","64.9961710539481","3","3","5","5","176.453648508951"
"351","TwoMonthBefore+Commerce","48.438530311299","62.7002638763324","7","6","8","7","216.638175692254"
"352","TwoMonthBefore+Autos+Commerce","55.0245595786179","66.7667182346536","5","3","7","7","200.912917655882"
"353","TwoMonthBefore+Bus+Commerce","44.5483351264045","62.3458739850876","7","6","8","8","147.486494574105"
"354","TwoMonthBefore+ClothesAndShoes+Commerce","52.1223136154337","65.7194462483566","5","6","6","7","222.454250907979"
"355","TwoMonthBefore+ConsumerElectronics","45.213138203187","59.7080637885836","7","6","8","8","197.835052640888"
"356","TwoMonthBefore+Autos+ConsumerElectronics","47.6903216620887","61.5686673498536","7","7","8","8","199.092868282806"
"357","TwoMonthBefore+Bus+ConsumerElectronics","53.0896556821347","68.2512855836313","2","4","5","5","195.2413035075"
"358","TwoMonthBefore+ClothesAndShoes+ConsumerElectronics","44.0442642889418","56.3009472643376","7","4","9","8","163.815292197129"
"359","TwoMonthBefore+Commerce+ConsumerElectronics","48.509720138386","60.8545584397115","5","4","8","8","171.542982981362"
"360","TwoMonthBefore+Education","52.8079109830334","68.0762404948336","8","3","9","6","189.033093739457"
"361","TwoMonthBefore+Autos+Education","49.6158272230377","64.8425541754628","7","5","8","7","192.546257929166"
"362","TwoMonthBefore+Bus+Education","45.0162951028977","58.5488287855401","5","5","7","5","206.166465288829"
"363","TwoMonthBefore+ClothesAndShoes+Education","53.5089942942107","69.695806289807","5","3","6","6","196.720323008248"
"364","TwoMonthBefore+Commerce+Education","51.3012555846745","67.9894276775648","7","5","8","7","218.883718391367"
"365","TwoMonthBefore+ConsumerElectronics+Education","45.6603700290587","61.5503161005177","8","5","9","7","200.608542859384"
"366","TwoMonthBefore+Finance","57.2821503684235","69.6400380313065","5","3","7","7","213.598146924324"
"367","TwoMonthBefore+Autos+Finance","53.7490305979515","64.8462032159076","5","4","8","7","152.358271662607"
"368","TwoMonthBefore+Bus+Finance","47.4873145724632","62.2950304625397","3","4","6","6","157.234494834425"
"369","TwoMonthBefore+ClothesAndShoes+Finance","50.5732280588879","62.4549115381062","5","4","8","7","171.660475311383"
"370","TwoMonthBefore+Commerce+Finance","47.4403613627045","61.6361430657266","5","4","7","7","178.282960682726"
"371","TwoMonthBefore+ConsumerElectronics+Finance","45.2908847349403","58.337988553422","5","5","8","8","153.406604072992"
"372","TwoMonthBefore+Education+Finance","53.8180310168578","69.8997735806763","4","2","7","6","158.117318740422"
"373","TwoMonthBefore+Flight","54.9690919049033","67.200411434768","6","4","8","7","187.039192091358"
"374","TwoMonthBefore+Autos+Flight","43.172738753142","54.7843327459748","7","6","8","6","207.186689168552"
"375","TwoMonthBefore+Bus+Flight","55.6982415699475","66.7697207380808","2","4","4","5","206.09561660237"
"376","TwoMonthBefore+ClothesAndShoes+Flight","53.4342739918641","65.3152428435721","5","3","7","7","207.72345104144"
"377","TwoMonthBefore+Commerce+Flight","50.4700470237147","63.3225588081733","6","4","7","6","227.146553601767"
"378","TwoMonthBefore+ConsumerElectronics+Flight","40.4957425238503","54.7693618610736","8","6","8","7","207.439723621226"
"379","TwoMonthBefore+Education+Flight","52.8571182473942","68.899597433993","6","3","7","6","189.106722611345"
"380","TwoMonthBefore+Finance+Flight","57.9221228395039","68.8134960536108","5","3","8","7","175.323412840512"
"381","TwoMonthBefore+Health","52.1135653694635","65.1384673505439","7","4","8","7","203.614957308574"
"382","TwoMonthBefore+Autos+Health","56.0447443817553","67.3083121821705","5","4","8","7","163.37539577682"
"383","TwoMonthBefore+Bus+Health","48.987060649391","62.9458675701294","3","4","6","6","178.310156955499"
"384","TwoMonthBefore+ClothesAndShoes+Health","51.5199629420312","64.4423481155575","7","3","8","7","203.017061178724"
"385","TwoMonthBefore+Commerce+Health","49.170732142477","62.78230291448","6","6","7","8","223.10972683654"
"386","TwoMonthBefore+ConsumerElectronics+Health","41.4523933075268","55.985851964477","6","6","8","8","179.583727544644"
"387","TwoMonthBefore+Education+Health","51.841951358427","69.4859679828262","6","3","7","6","192.539253768669"
"388","TwoMonthBefore+Finance+Health","53.827309902491","64.755332596781","5","4","8","7","154.461077009192"
"389","TwoMonthBefore+Flight+Health","53.3453018413539","65.93942823138","6","4","8","7","209.260888267126"
"390","TwoMonthBefore+Hotel","50.3820771987355","66.6990969956614","8","4","9","6","189.116146702717"
"391","TwoMonthBefore+Autos+Hotel","58.8268930612216","76.7396780923832","5","3","7","6","186.850074482667"
"392","TwoMonthBefore+Bus+Hotel","51.5869770100703","62.6740169538394","1","3","3","4","207.017636132038"
"393","TwoMonthBefore+ClothesAndShoes+Hotel","66.8681339451697","80.0354833841397","3","2","6","6","175.133632918351"
"394","TwoMonthBefore+Commerce+Hotel","67.4156249058456","81.04254880687","4","3","7","7","188.871750581792"
"395","TwoMonthBefore+ConsumerElectronics+Hotel","59.4025776584099","74.1262999964664","6","2","8","6","193.947674287015"
"396","TwoMonthBefore+Education+Hotel","53.6052721565129","67.5988725329619","5","4","8","7","187.520536562312"
"397","TwoMonthBefore+Finance+Hotel","56.1498819444589","71.8609748542694","6","3","9","6","151.754709732489"
"398","TwoMonthBefore+Flight+Hotel","58.1628473144659","78.7421142918675","4","5","7","6","188.079925879862"
"399","TwoMonthBefore+Health+Hotel","61.4374806712497","81.2219187767694","5","3","8","6","163.894091619782"
"400","TwoMonthBefore+Jobs","47.7130861621609","62.8433146295284","7","5","8","7","201.923197592623"
"401","TwoMonthBefore+Autos+Jobs","49.7567308362102","65.4533981136346","7","4","8","6","202.473415135737"
"402","TwoMonthBefore+Bus+Jobs","47.4385379267246","62.6420099685687","6","5","7","6","189.150126156945"
"403","TwoMonthBefore+ClothesAndShoes+Jobs","49.3465543930244","65.022947181984","5","5","6","7","197.185386232986"
"404","TwoMonthBefore+Commerce+Jobs","49.2533094952032","63.6061052794645","7","4","8","7","193.520521246532"
"405","TwoMonthBefore+ConsumerElectronics+Jobs","46.7102758126035","62.6607824273431","7","5","8","7","199.794131925193"
"406","TwoMonthBefore+Education+Jobs","46.9831660657135","61.9234661305628","7","5","8","7","211.453983999852"
"407","TwoMonthBefore+Finance+Jobs","48.3347033437954","63.2394692866641","4","4","7","7","161.894418152133"
"408","TwoMonthBefore+Flight+Jobs","46.1022343960888","63.5743329023771","4","5","5","6","215.971858425086"
"409","TwoMonthBefore+Health+Jobs","44.8522904451818","63.7683424107608","5","5","7","7","187.677121072517"
"410","TwoMonthBefore+Hotel+Jobs","57.8362337747905","73.3215910165173","6","3","8","7","194.907501816187"
"411","TwoMonthBefore+Nightlife","52.5245198846273","66.2512630429855","6","4","8","7","184.573888818906"
"412","TwoMonthBefore+Autos+Nightlife","46.5226559520763","59.1921719546139","7","5","8","7","209.776109976259"
"413","TwoMonthBefore+Bus+Nightlife","56.3787862394056","67.39894118508","2","4","4","5","213.618176299145"
"414","TwoMonthBefore+ClothesAndShoes+Nightlife","60.5756943979565","72.1215936850341","5","3","7","7","199.367108549013"
"415","TwoMonthBefore+Commerce+Nightlife","51.9964834544316","66.0179937529003","5","5","7","7","221.43101579605"
"416","TwoMonthBefore+ConsumerElectronics+Nightlife","41.7482367418571","55.8476327421987","7","7","8","8","215.186569181225"
"417","TwoMonthBefore+Education+Nightlife","52.7027559659775","68.1651833619661","8","3","9","6","187.712202794008"
"418","TwoMonthBefore+Finance+Nightlife","56.4686612245804","68.1747072911013","5","3","8","7","159.621380352279"
"419","TwoMonthBefore+Flight+Nightlife","48.5420767309874","65.973247057322","7","5","8","7","177.446939147891"
"420","TwoMonthBefore+Health+Nightlife","54.3079506528095","68.2140718703245","6","3","8","7","191.00506618182"
"421","TwoMonthBefore+Hotel+Nightlife","65.7852394165076","82.5171171857486","2","2","6","5","204.016961066799"
"422","TwoMonthBefore+Jobs+Nightlife","48.0935187391664","63.421493905294","6","6","7","7","211.940844802846"
"423","TwoMonthBefore+Nutrition","56.449274022422","68.9423291311025","4","4","7","7","195.05996787214"
"424","TwoMonthBefore+Autos+Nutrition","46.0433378055902","60.819691817061","7","6","8","8","183.948830008492"
"425","TwoMonthBefore+Bus+Nutrition","50.4226934054321","64.2870846757684","2","4","4","5","192.174719244422"
"426","TwoMonthBefore+ClothesAndShoes+Nutrition","54.0943348002175","66.2049354904412","5","4","7","7","203.29034873047"
"427","TwoMonthBefore+Commerce+Nutrition","51.0111391808087","64.2264697054179","6","5","7","7","218.653728198875"
"428","TwoMonthBefore+ConsumerElectronics+Nutrition","43.1879164264094","58.3458663890285","7","7","8","8","193.855326700333"
"429","TwoMonthBefore+Education+Nutrition","53.0088686628116","68.4181211836082","8","3","9","6","186.641914262298"
"430","TwoMonthBefore+Finance+Nutrition","59.9318174729668","71.0118316539328","4","3","7","7","194.105428770773"
"431","TwoMonthBefore+Flight+Nutrition","55.6515084290006","68.1525590871237","4","4","7","7","186.637977909517"
"432","TwoMonthBefore+Health+Nutrition","53.9711707099648","66.7329797616432","5","4","7","7","204.02890617633"
"433","TwoMonthBefore+Hotel+Nutrition","49.9797744478657","68.2681420958379","5","5","7","6","165.230796320276"
"434","TwoMonthBefore+Jobs+Nutrition","47.0681981955434","62.610934224231","7","6","8","7","200.051746447208"
"435","TwoMonthBefore+Nightlife+Nutrition","51.3068751068034","65.7612046030807","7","4","8","7","173.927495471141"
"436","TwoMonthBefore+RealEstate","52.5667215771949","66.5069114702916","5","5","7","7","193.540693808168"
"437","TwoMonthBefore+Autos+RealEstate","50.5248040203908","64.8487691393096","7","5","8","7","192.499912872454"
"438","TwoMonthBefore+Bus+RealEstate","44.8895234067875","59.4189842616089","5","6","6","6","198.102135938126"
"439","TwoMonthBefore+ClothesAndShoes+RealEstate","54.7002759937783","67.930727016889","5","3","7","6","197.075956617437"
"440","TwoMonthBefore+Commerce+RealEstate","52.302749841395","65.9736236771049","5","4","7","7","212.084006580354"
"441","TwoMonthBefore+ConsumerElectronics+RealEstate","46.8738708852487","61.8160547443559","7","6","8","8","197.914555349791"
"442","TwoMonthBefore+Education+RealEstate","51.59350553562","67.5606022416023","7","3","8","6","192.857668585074"
"443","TwoMonthBefore+Finance+RealEstate","57.3877509120975","70.6149812308195","4","3","7","6","164.920955821855"
"444","TwoMonthBefore+Flight+RealEstate","52.9671685177828","67.5021984824752","5","4","7","6","195.485543567415"
"445","TwoMonthBefore+Health+RealEstate","55.3686471228418","68.8613928828637","5","3","7","6","191.380452567296"
"446","TwoMonthBefore+Hotel+RealEstate","52.0668692627418","69.9220188503519","5","5","8","7","185.677731189568"
"447","TwoMonthBefore+Jobs+RealEstate","47.3118813142636","62.8473804584517","6","5","7","7","204.526549517491"
"448","TwoMonthBefore+Nightlife+RealEstate","53.0568262608215","67.1888615390023","6","4","8","7","192.59778326849"
"449","TwoMonthBefore+Nutrition+RealEstate","52.8644969106573","66.7497712836239","6","4","8","7","191.868174340726"
"450","TwoMonthBefore+Restaurant","50.7852803668835","64.4777297767817","7","5","8","7","194.4048335308"
"451","TwoMonthBefore+Autos+Restaurant","50.0161242478718","63.2380724327907","6","4","8","7","188.4586931769"
"452","TwoMonthBefore+Bus+Restaurant","52.3919240460973","65.1126572596511","2","4","5","5","196.603472515889"
"453","TwoMonthBefore+ClothesAndShoes+Restaurant","57.8408212797875","69.3821515344943","6","3","7","7","193.168432221355"
"454","TwoMonthBefore+Commerce+Restaurant","52.0653129316482","66.3845728540254","6","5","7","7","215.688714768913"
"455","TwoMonthBefore+ConsumerElectronics+Restaurant","43.560274175463","58.2236992882915","7","7","8","8","198.223734631912"
"456","TwoMonthBefore+Education+Restaurant","51.7077666393963","67.342872795512","8","4","9","6","193.538227751118"
"457","TwoMonthBefore+Finance+Restaurant","53.619845022019","65.438950572148","5","4","8","7","138.688056850116"
"458","TwoMonthBefore+Flight+Restaurant","47.7099312778414","62.0645547056614","7","6","8","7","204.684323705136"
"459","TwoMonthBefore+Health+Restaurant","51.6521866952235","66.2260868303435","5","5","8","7","174.22167493795"
"460","TwoMonthBefore+Hotel+Restaurant","63.8640947697862","84.1566668489843","5","3","8","6","177.098931537336"
"461","TwoMonthBefore+Jobs+Restaurant","48.1776139387137","64.2524401720775","6","6","7","7","204.451232572456"
"462","TwoMonthBefore+Nightlife+Restaurant","50.4936865898473","64.2406873271096","7","5","8","7","204.613419264814"
"463","TwoMonthBefore+Nutrition+Restaurant","49.1494398334435","63.4546838176944","7","5","8","7","189.949688810686"
"464","TwoMonthBefore+RealEstate+Restaurant","52.927066150551","66.7224946016042","6","5","8","7","194.411588131333"
"465","TwoMonthBefore+Sports","49.9844006720741","62.6174066052423","6","4","8","7","204.77518962378"
"466","TwoMonthBefore+Autos+Sports","71.9897273218896","82.8992692693307","3","3","7","7","179.737272575203"
"467","TwoMonthBefore+Bus+Sports","47.4449765315418","65.4076855683323","5","6","7","7","173.741660578613"
"468","TwoMonthBefore+ClothesAndShoes+Sports","50.5010125388416","65.94283475705","7","4","8","7","204.578805622631"
"469","TwoMonthBefore+Commerce+Sports","54.6219321097791","67.7606312247757","4","5","5","6","223.227490755175"
"470","TwoMonthBefore+ConsumerElectronics+Sports","48.5658703183053","61.9498424906562","6","4","8","8","173.652048643374"
"471","TwoMonthBefore+Education+Sports","56.4086602304653","72.5661416976971","5","3","6","6","198.579591741534"
"472","TwoMonthBefore+Finance+Sports","49.8335186832597","60.860432040068","5","3","8","7","169.779635238643"
"473","TwoMonthBefore+Flight+Sports","61.550823904071","72.018032875026","5","3","7","7","213.467257254675"
"474","TwoMonthBefore+Health+Sports","64.1796708991358","73.6753307372941","4","2","5","6","204.245060707675"
"475","TwoMonthBefore+Hotel+Sports","73.0345753867078","87.9485093298799","5","2","8","6","175.367695754076"
"476","TwoMonthBefore+Jobs+Sports","53.0292114028983","68.3832598873091","5","5","6","7","191.593614474406"
"477","TwoMonthBefore+Nightlife+Sports","67.7930070824199","78.8064823726919","5","2","7","7","202.039283082357"
"478","TwoMonthBefore+Nutrition+Sports","56.3734479323988","68.4865405015272","5","2","7","7","205.20628542161"
"479","TwoMonthBefore+RealEstate+Sports","60.8770636983258","73.2856788590802","5","2","7","6","196.971295637903"
"480","TwoMonthBefore+Restaurant+Sports","67.1401542171838","82.082347780205","6","3","7","7","194.826506674519"
"481","TwoMonthBefore+TravelGuide","52.8809784608713","67.0701590924837","7","4","8","7","192.592684447033"
"482","TwoMonthBefore+Autos+TravelGuide","48.9681518831197","63.4483735898076","7","5","8","7","190.67530480783"
"483","TwoMonthBefore+Bus+TravelGuide","48.3431463685077","61.6916250039641","6","7","7","7","198.18868008343"
"484","TwoMonthBefore+ClothesAndShoes+TravelGuide","53.8175793263881","67.4389168252169","5","3","7","6","199.306489884326"
"485","TwoMonthBefore+Commerce+TravelGuide","51.1196261497012","65.3862735306741","6","5","7","7","217.208170172908"
"486","TwoMonthBefore+ConsumerElectronics+TravelGuide","45.0051253938219","60.2605138530032","7","7","8","8","198.196043648975"
"487","TwoMonthBefore+Education+TravelGuide","52.7826481382576","68.0339964394979","7","3","8","6","190.762381153233"
"488","TwoMonthBefore+Finance+TravelGuide","55.8739215739765","68.6824790893561","5","2","8","6","168.776110407173"
"489","TwoMonthBefore+Flight+TravelGuide","52.4393372166631","68.3255511221037","6","3","7","6","195.436837918219"
"490","TwoMonthBefore+Health+TravelGuide","54.1207000974627","68.3907184386701","7","3","9","6","195.498282975893"
"491","TwoMonthBefore+Hotel+TravelGuide","59.0258589545961","73.0061722945366","4","3","8","6","173.964518265553"
"492","TwoMonthBefore+Jobs+TravelGuide","46.3924313279498","61.3577588515799","7","6","8","7","207.437062010917"
"493","TwoMonthBefore+Nightlife+TravelGuide","52.8443341291444","67.4737605886166","7","4","8","7","189.854946227724"
"494","TwoMonthBefore+Nutrition+TravelGuide","52.8115569073574","67.1958943423333","7","4","8","7","189.993321622788"
"495","TwoMonthBefore+RealEstate+TravelGuide","53.1943385448627","67.0506306852776","5","4","7","7","193.485849746819"
"496","TwoMonthBefore+Restaurant+TravelGuide","51.5302629037044","66.0599638589726","7","5","8","7","194.520105987991"
"497","TwoMonthBefore+Sports+TravelGuide","59.2250801741048","72.0604348536571","4","2","6","6","201.340080005055"
"498","TwoMonthBefore+University","46.8316864078787","62.8825712222523","7","6","8","7","206.627176581834"
"499","TwoMonthBefore+Autos+University","46.6353833176735","63.4926815520508","7","6","8","7","206.937511166921"
"500","TwoMonthBefore+Bus+University","48.7270765160874","64.8162761999831","5","6","6","6","186.536084239581"
"501","TwoMonthBefore+ClothesAndShoes+University","50.4050476154929","67.6607115039165","6","5","7","7","204.093332355712"
"502","TwoMonthBefore+Commerce+University","52.103706272702","66.79221173245","7","5","8","7","202.798043379653"
"503","TwoMonthBefore+ConsumerElectronics+University","47.1725185551338","63.470464346397","7","6","8","8","202.774890453849"
"504","TwoMonthBefore+Education+University","41.454390432674","54.2842679410854","7","5","8","7","252.362179300552"
"505","TwoMonthBefore+Finance+University","47.8594926603741","62.7732021655289","6","4","8","8","161.491478585372"
"506","TwoMonthBefore+Flight+University","46.1026830324915","61.6523526545749","5","6","6","8","225.756955576696"
"507","TwoMonthBefore+Health+University","46.516545391029","62.9415605954446","5","6","7","8","198.919614460378"
"508","TwoMonthBefore+Hotel+University","54.2866261666265","69.4393924899122","6","3","8","6","198.231951079792"
"509","TwoMonthBefore+Jobs+University","49.6131934571432","64.519351289231","7","5","8","7","205.313096357868"
"510","TwoMonthBefore+Nightlife+University","47.4124340232761","62.41948444605","6","4","7","6","226.292169704015"
"511","TwoMonthBefore+Nutrition+University","46.4663649514342","60.9777853535662","5","6","6","7","207.74888640029"
"512","TwoMonthBefore+RealEstate+University","47.1325379001541","62.6433473222997","8","5","9","7","211.052715104178"
"513","TwoMonthBefore+Restaurant+University","46.3597361377149","63.4148117689295","7","4","8","6","214.003585026467"
"514","TwoMonthBefore+Sports+University","55.4987840508045","71.6828500126939","5","5","6","7","201.812375715068"
"515","TwoMonthBefore+TravelGuide+University","46.5530824001416","61.0031842073779","7","4","8","6","215.992444767809"
"516","OneMonthBefore+TwoMonthBefore","47.1217481896207","63.5934995268255","5","6","7","9","181.885034124293"
"517","OneMonthBefore+TwoMonthBefore+Autos","41.0170148927828","58.2513742041262","9","6","10","7","190.288982270286"
"518","OneMonthBefore+TwoMonthBefore+Bus","42.3042106129195","60.1151576869964","6","6","7","6","196.514343975164"
"519","OneMonthBefore+TwoMonthBefore+Autos+Bus","46.7460655838364","62.6990783087796","4","4","6","5","197.710916422864"
"520","OneMonthBefore+TwoMonthBefore+ClothesAndShoes","41.5084091610018","58.4793935017211","8","5","9","7","198.21957866759"
"521","OneMonthBefore+TwoMonthBefore+Autos+ClothesAndShoes","47.829018284087","62.4494355161247","6","4","8","7","175.561990110783"
"522","OneMonthBefore+TwoMonthBefore+Bus+ClothesAndShoes","47.3739336530526","63.5602863667841","4","4","6","6","178.142448658352"
"523","OneMonthBefore+TwoMonthBefore+Commerce","43.2022463115193","59.1247577393026","6","4","8","6","208.602760728344"
"524","OneMonthBefore+TwoMonthBefore+Autos+Commerce","45.3513917450579","61.9836211419722","6","5","8","8","190.128770005446"
"525","OneMonthBefore+TwoMonthBefore+Bus+Commerce","41.0389636517282","60.5309237283416","6","6","8","7","153.538167187589"
"526","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Commerce","46.6926944526448","61.9861479290584","5","4","7","6","211.661851956032"
"527","OneMonthBefore+TwoMonthBefore+ConsumerElectronics","40.9581933112264","57.0405331889241","8","6","10","7","193.897158480737"
"528","OneMonthBefore+TwoMonthBefore+Autos+ConsumerElectronics","44.6719660588913","61.0638556450353","6","5","8","7","191.54401165728"
"529","OneMonthBefore+TwoMonthBefore+Bus+ConsumerElectronics","49.106622686595","64.9421634340019","2","4","4","5","193.09433087295"
"530","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+ConsumerElectronics","43.0285191584583","55.8237060487281","7","5","9","7","172.226469712823"
"531","OneMonthBefore+TwoMonthBefore+Commerce+ConsumerElectronics","41.0256471809862","58.211823789535","8","6","10","8","183.15161638919"
"532","OneMonthBefore+TwoMonthBefore+Education","43.6727181911289","62.062046386392","7","4","8","6","186.979483907917"
"533","OneMonthBefore+TwoMonthBefore+Autos+Education","40.5626244525736","58.5089181808455","8","6","10","7","190.851221215237"
"534","OneMonthBefore+TwoMonthBefore+Bus+Education","45.7006816792269","56.9073453040606","4","4","7","4","202.863874873983"
"535","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Education","43.3755867761055","61.8801903536844","6","4","7","6","196.46135826418"
"536","OneMonthBefore+TwoMonthBefore+Commerce+Education","45.0281274757908","61.0365975852902","6","4","8","6","215.538568818166"
"537","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Education","40.7192266856265","58.1392069211509","8","4","10","6","196.234260257312"
"538","OneMonthBefore+TwoMonthBefore+Finance","47.0114554543654","62.6886433684323","5","6","7","8","203.38995293806"
"539","OneMonthBefore+TwoMonthBefore+Autos+Finance","41.0025777611152","58.6457753757731","7","6","10","8","151.583120761137"
"540","OneMonthBefore+TwoMonthBefore+Bus+Finance","42.867020174527","59.2126875087982","5","4","8","5","160.707074307204"
