#Field:candidate	WeekId	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
axed	01/21/2011	2312	2196	2122	69	15	2346	2233	2122	70	1
been fired	01/21/2011	6894	5556	5414	200	909	8375	7474	7246	317	45
canned	01/21/2011	7829	7553	4963	152	6	5655	5090	4812	160	262
downsized	01/21/2011	603	588	540	11	1	675	656	637	14	0
fired	01/21/2011	10763	10058	9828	251	201	11561	10790	10540	297	122
laid off	01/21/2011	10987	10271	10025	291	174	7503	7080	6863	231	56
lost job	01/21/2011	3235	2974	2927	85	1	3212	2985	2904	86	40
outsourced	01/21/2011	1691	1641	1549	39	2	1688	1616	1530	43	0
pink slip	01/21/2011	1405	1332	1260	27	2	974	843	785	45	9
unemployment	01/21/2011	27979	25278	22800	973	508	36218	32227	29070	1414	861
axed	01/24/2014	5296	3713	3582	437	296	8129	4873	4655	591	870
been fired	01/24/2014	28400	17554	16953	2660	1378	34626	22452	21646	3059	2811
canned	01/24/2014	16367	12250	10884	1369	292	18226	13612	12036	1457	528
downsized	01/24/2014	926	741	726	55	56	795	616	600	65	60
fired	01/24/2014	47098	31739	30609	3870	5132	56237	36616	35403	4638	4376
laid off	01/24/2014	26338	20088	19397	2204	1335	28976	21182	20514	2460	3337
lost job	01/24/2014	22787	16928	16524	1461	1254	11435	8312	8136	1035	447
outsourced	01/24/2014	4235	2859	2496	350	267	3257	2261	2093	278	103
pink slip	01/24/2014	33658	16975	13107	2609	377	28858	16520	13173	2692	295
unemployment	01/24/2014	156442	84312	73583	15001	21811	305830	149806	126419	26679	59300
axed	01/25/2013	6663	4987	4820	330	673	4168	3518	3383	195	86
been fired	01/25/2013	19562	16298	15906	1123	601	32629	25353	24520	1858	2216
canned	01/25/2013	15347	12661	11634	578	450	15448	13015	12138	560	750
downsized	01/25/2013	769	695	644	20	1	820	769	717	26	6
fired	01/25/2013	40087	32289	31408	1814	977	50278	39877	38791	2273	5156
laid off	01/25/2013	29291	25650	24725	1338	1143	27685	24457	23564	1442	195
lost job	01/25/2013	9785	7516	7389	425	148	10150	8522	8377	486	306
outsourced	01/25/2013	29071	25435	24849	1239	1186	1980	1753	1614	91	4
pink slip	01/25/2013	2162	1975	1891	89	76	2317	1986	1901	109	40
unemployment	01/25/2013	76322	61264	57363	4608	2197	102314	76783	69149	6318	6022
axed	01/27/2012	4100	3566	3385	226	4	4031	3637	3489	167	12
been fired	01/27/2012	17051	14742	14348	854	83	20961	16919	16414	962	516
canned	01/27/2012	11078	10261	9747	393	189	10835	10208	9771	342	9
downsized	01/27/2012	763	739	730	14	1	779	715	697	23	1
fired	01/27/2012	34082	30236	29401	1381	253	32526	30218	29317	1188	17
laid off	01/27/2012	23566	20520	19891	1021	40	24334	20711	20118	849	25
lost job	01/27/2012	8574	7525	7215	268	180	8322	7797	7469	272	8
outsourced	01/27/2012	3425	2632	2410	107	28	3090	2831	2604	93	4
pink slip	01/27/2012	2321	1936	1839	96	12	4418	3778	3509	238	15
unemployment	01/27/2012	90876	68722	63018	5101	2115	70554	58461	54143	3136	741
axed	01/28/2011	2544	2204	2104	98	0	2312	2196	2122	69	15
been fired	01/28/2011	5691	5162	4957	218	134	6894	5556	5414	200	909
canned	01/28/2011	7208	6907	4842	147	12	7829	7553	4963	152	6
downsized	01/28/2011	521	501	492	14	0	603	588	540	11	1
fired	01/28/2011	10097	9472	9186	268	22	10763	10058	9828	251	201
laid off	01/28/2011	6706	6309	6163	196	109	10987	10271	10025	291	174
lost job	01/28/2011	2510	2339	2288	60	1	3235	2974	2927	85	1
outsourced	01/28/2011	3715	3556	3336	91	11	1691	1641	1549	39	2
pink slip	01/28/2011	718	688	653	17	0	1405	1332	1260	27	2
unemployment	01/28/2011	26429	23771	21756	1027	111	27979	25278	22800	973	508
axed	01/31/2014	7327	5156	4732	599	589	5296	3713	3582	437	296
been fired	01/31/2014	46603	18839	18106	2865	16345	28400	17554	16953	2660	1378
canned	01/31/2014	19024	13598	12876	1669	1053	16367	12250	10884	1369	292
downsized	01/31/2014	574	484	473	37	3	926	741	726	55	56
fired	01/31/2014	70885	40700	39134	5852	5521	47098	31739	30609	3870	5132
laid off	01/31/2014	30170	23460	22513	2755	1178	26338	20088	19397	2204	1335
lost job	01/31/2014	10526	7828	7639	902	888	22787	16928	16524	1461	1254
outsourced	01/31/2014	15337	4120	3737	508	1845	4235	2859	2496	350	267
pink slip	01/31/2014	34683	17524	12924	3044	10	33658	16975	13107	2609	377
unemployment	01/31/2014	167561	95338	82418	15963	20340	156442	84312	73583	15001	21811
axed	02/01/2013	27732	25999	5944	396	120	6663	4987	4820	330	673
been fired	02/01/2013	20502	16305	15881	1241	619	19562	16298	15906	1123	601
canned	02/01/2013	14943	12997	12050	683	489	15347	12661	11634	578	450
downsized	02/01/2013	935	787	756	22	55	769	695	644	20	1
fired	02/01/2013	32941	28445	27593	1698	1043	40087	32289	31408	1814	977
laid off	02/01/2013	26454	23600	22387	1312	428	29291	25650	24725	1338	1143
lost job	02/01/2013	8435	7288	7158	433	160	9785	7516	7389	425	148
outsourced	02/01/2013	3134	2740	2620	157	25	29071	25435	24849	1239	1186
pink slip	02/01/2013	2581	1989	1788	131	304	2162	1975	1891	89	76
unemployment	02/01/2013	89381	66452	61971	4724	3584	76322	61264	57363	4608	2197
axed	02/03/2012	6337	3864	3699	348	39	4100	3566	3385	226	4
been fired	02/03/2012	27671	14619	14135	1062	944	17051	14742	14348	854	83
canned	02/03/2012	44644	12094	11527	868	164	11078	10261	9747	393	189
downsized	02/03/2012	527	507	504	16	6	763	739	730	14	1
fired	02/03/2012	37960	32506	31568	1571	463	34082	30236	29401	1381	253
laid off	02/03/2012	23928	19938	19394	1008	458	23566	20520	19891	1021	40
lost job	02/03/2012	8737	7885	7734	410	9	8574	7525	7215	268	180
outsourced	02/03/2012	2861	2647	2521	103	14	3425	2632	2410	107	28
pink slip	02/03/2012	3626	2400	2330	175	79	2321	1936	1839	96	12
unemployment	02/03/2012	118438	65644	60948	5879	2825	90876	68722	63018	5101	2115
axed	02/04/2011	1917	1737	1696	74	49	2544	2204	2104	98	0
been fired	02/04/2011	7810	6014	5797	284	846	5691	5162	4957	218	134
canned	02/04/2011	6141	5672	4995	162	114	7208	6907	4842	147	12
downsized	02/04/2011	827	817	793	8	0	521	501	492	14	0
fired	02/04/2011	11202	10266	10001	290	244	10097	9472	9186	268	22
laid off	02/04/2011	6894	6469	6335	187	120	6706	6309	6163	196	109
lost job	02/04/2011	2875	2724	2602	82	17	2510	2339	2288	60	1
outsourced	02/04/2011	3364	3175	2937	65	86	3715	3556	3336	91	11
pink slip	02/04/2011	518	509	488	8	1	718	688	653	17	0
unemployment	02/04/2011	30158	26413	24299	1173	171	26429	23771	21756	1027	111
axed	02/07/2014	5892	3720	3488	583	443	7327	5156	4732	599	589
been fired	02/07/2014	27172	16437	15819	2652	1892	46603	18839	18106	2865	16345
canned	02/07/2014	17113	12658	11963	1516	805	19024	13598	12876	1669	1053
downsized	02/07/2014	808	559	539	57	84	574	484	473	37	3
fired	02/07/2014	44513	29861	28786	3722	2968	70885	40700	39134	5852	5521
laid off	02/07/2014	30305	23114	22249	2865	1108	30170	23460	22513	2755	1178
lost job	02/07/2014	10722	7689	7529	946	428	10526	7828	7639	902	888
outsourced	02/07/2014	4479	3060	2711	364	160	15337	4120	3737	508	1845
pink slip	02/07/2014	29930	16589	12651	2587	69	34683	17524	12924	3044	10
unemployment	02/07/2014	180339	92754	80890	17158	32558	167561	95338	82418	15963	20340
axed	02/08/2013	5284	4132	3990	277	151	27732	25999	5944	396	120
been fired	02/08/2013	22740	16431	16027	1211	2072	20502	16305	15881	1241	619
canned	02/08/2013	17983	15861	14927	755	915	14943	12997	12050	683	489
downsized	02/08/2013	690	674	640	13	0	935	787	756	22	55
fired	02/08/2013	39992	31900	31002	1895	1366	32941	28445	27593	1698	1043
laid off	02/08/2013	26389	23374	22526	1412	594	26454	23600	22387	1312	428
lost job	02/08/2013	11100	7132	6943	405	153	8435	7288	7158	433	160
outsourced	02/08/2013	3184	2561	2365	137	65	3134	2740	2620	157	25
pink slip	02/08/2013	2263	1938	1842	108	1	2581	1989	1788	131	304
unemployment	02/08/2013	86197	65282	60324	4805	3541	89381	66452	61971	4724	3584
axed	02/10/2012	7439	5816	5613	445	130	6337	3864	3699	348	39
been fired	02/10/2012	12174	10534	10148	645	244	27671	14619	14135	1062	944
canned	02/10/2012	10270	9086	8732	374	147	44644	12094	11527	868	164
downsized	02/10/2012	861	636	615	46	27	527	507	504	16	6
fired	02/10/2012	44124	29473	28653	1453	1247	37960	32506	31568	1571	463
laid off	02/10/2012	27257	24669	23253	1261	88	23928	19938	19394	1008	458
lost job	02/10/2012	6935	6180	6048	257	33	8737	7885	7734	410	9
outsourced	02/10/2012	2636	2405	2253	93	22	2861	2647	2521	103	14
pink slip	02/10/2012	46928	2985	2881	590	355	3626	2400	2330	175	79
unemployment	02/10/2012	475435	82882	74890	9103	6587	118438	65644	60948	5879	2825
axed	02/11/2011	2014	1827	1772	75	20	1917	1737	1696	74	49
been fired	02/11/2011	6525	5587	5387	317	8	7810	6014	5797	284	846
canned	02/11/2011	6637	5959	5622	172	14	6141	5672	4995	162	114
downsized	02/11/2011	533	486	476	8	0	827	817	793	8	0
fired	02/11/2011	10458	9255	9014	253	230	11202	10266	10001	290	244
laid off	02/11/2011	7404	7016	6846	203	9	6894	6469	6335	187	120
lost job	02/11/2011	3529	3315	2847	71	53	2875	2724	2602	82	17
outsourced	02/11/2011	3606	3455	3216	90	2	3364	3175	2937	65	86
pink slip	02/11/2011	597	581	561	15	0	518	509	488	8	1
unemployment	02/11/2011	39630	34814	31516	1520	788	30158	26413	24299	1173	171
axed	02/14/2014	9623	6403	5980	807	879	5892	3720	3488	583	443
been fired	02/14/2014	31481	17325	16704	2777	1472	27172	16437	15819	2652	1892
canned	02/14/2014	20744	13397	12563	1662	2314	17113	12658	11963	1516	805
downsized	02/14/2014	658	520	508	43	52	808	559	539	57	84
fired	02/14/2014	47775	29675	28617	3926	1306	44513	29861	28786	3722	2968
laid off	02/14/2014	32300	22503	21743	2702	1632	30305	23114	22249	2865	1108
lost job	02/14/2014	11971	8129	7800	1152	619	10722	7689	7529	946	428
outsourced	02/14/2014	4054	3160	2692	327	51	4479	3060	2711	364	160
pink slip	02/14/2014	32558	17759	13757	2769	1236	29930	16589	12651	2587	69
unemployment	02/14/2014	180474	89519	76879	16827	33994	180339	92754	80890	17158	32558
axed	02/15/2013	5095	4294	4143	269	251	5284	4132	3990	277	151
been fired	02/15/2013	21391	15869	15394	1229	2050	22740	16431	16027	1211	2072
canned	02/15/2013	15415	12810	11963	702	234	17983	15861	14927	755	915
downsized	02/15/2013	587	542	521	20	0	690	674	640	13	0
fired	02/15/2013	36863	29163	28328	1865	764	39992	31900	31002	1895	1366
laid off	02/15/2013	24119	20737	19770	1294	1190	26389	23374	22526	1412	594
lost job	02/15/2013	10790	9315	8363	764	85	11100	7132	6943	405	153
outsourced	02/15/2013	2890	2288	2080	150	174	3184	2561	2365	137	65
pink slip	02/15/2013	6257	5990	5490	184	8	2263	1938	1842	108	1
unemployment	02/15/2013	83421	68130	64517	6087	1875	86197	65282	60324	4805	3541
axed	02/17/2012	4817	3981	3818	263	64	7439	5816	5613	445	130
been fired	02/17/2012	14853	11083	10719	756	1662	12174	10534	10148	645	244
canned	02/17/2012	9844	9115	8772	403	34	10270	9086	8732	374	147
downsized	02/17/2012	564	519	512	11	0	861	636	615	46	27
fired	02/17/2012	33241	26783	26055	1262	893	44124	29473	28653	1453	1247
laid off	02/17/2012	24352	19766	18928	1033	119	27257	24669	23253	1261	88
lost job	02/17/2012	6724	6115	5987	220	52	6935	6180	6048	257	33
outsourced	02/17/2012	2650	2370	2207	114	10	2636	2405	2253	93	22
pink slip	02/17/2012	1769	1626	1523	83	11	46928	2985	2881	590	355
unemployment	02/17/2012	152736	58835	49844	5137	1615	475435	82882	74890	9103	6587
axed	02/18/2011	3693	3483	3355	115	2	2014	1827	1772	75	20
been fired	02/18/2011	8209	7012	6664	347	110	6525	5587	5387	317	8
canned	02/18/2011	6688	6029	5808	165	75	6637	5959	5622	172	14
downsized	02/18/2011	440	427	411	7	0	533	486	476	8	0
fired	02/18/2011	11990	11059	10580	343	172	10458	9255	9014	253	230
laid off	02/18/2011	10033	9489	8435	252	89	7404	7016	6846	203	9
lost job	02/18/2011	4694	3440	3167	101	936	3529	3315	2847	71	53
outsourced	02/18/2011	3953	3798	3564	100	0	3606	3455	3216	90	2
pink slip	02/18/2011	796	759	728	20	12	597	581	561	15	0
unemployment	02/18/2011	41434	37871	34014	1613	360	39630	34814	31516	1520	788
axed	02/21/2014	9318	7077	6492	620	523	9623	6403	5980	807	879
been fired	02/21/2014	26956	16399	15674	2648	2125	31481	17325	16704	2777	1472
canned	02/21/2014	22043	14176	12939	1648	2028	20744	13397	12563	1662	2314
downsized	02/21/2014	1196	927	892	82	68	658	520	508	43	52
fired	02/21/2014	43716	29304	28025	3619	2824	47775	29675	28617	3926	1306
laid off	02/21/2014	23453	18088	17403	2198	826	32300	22503	21743	2702	1632
lost job	02/21/2014	9842	6771	6576	864	625	11971	8129	7800	1152	619
outsourced	02/21/2014	3442	2599	2382	324	82	4054	3160	2692	327	51
pink slip	02/21/2014	25176	13660	10827	2185	20	32558	17759	13757	2769	1236
unemployment	02/21/2014	120531	65949	57086	12681	10197	180474	89519	76879	16827	33994
axed	02/22/2013	7017	5709	5537	464	329	5095	4294	4143	269	251
been fired	02/22/2013	30373	16601	16168	1630	9444	21391	15869	15394	1229	2050
canned	02/22/2013	13142	11129	10398	749	171	15415	12810	11963	702	234
downsized	02/22/2013	637	590	567	26	1	587	542	521	20	0
fired	02/22/2013	32326	26474	25792	2088	464	36863	29163	28328	1865	764
laid off	02/22/2013	25566	21669	20654	1686	419	24119	20737	19770	1294	1190
lost job	02/22/2013	8020	6415	6276	526	147	10790	9315	8363	764	85
outsourced	02/22/2013	2766	2359	2219	178	27	2890	2288	2080	150	174
pink slip	02/22/2013	4052	3781	3556	196	0	6257	5990	5490	184	8
unemployment	02/22/2013	135726	111246	106698	6988	4758	83421	68130	64517	6087	1875
axed	02/24/2012	6213	3013	2918	313	39	4817	3981	3818	263	64
been fired	02/24/2012	14747	10625	10246	689	157	14853	11083	10719	756	1662
canned	02/24/2012	9246	8376	8055	370	43	9844	9115	8772	403	34
downsized	02/24/2012	556	529	527	15	6	564	519	512	11	0
fired	02/24/2012	46392	27369	26416	1483	1330	33241	26783	26055	1262	893
laid off	02/24/2012	18546	16843	16498	787	101	24352	19766	18928	1033	119
lost job	02/24/2012	6691	6042	5817	247	13	6724	6115	5987	220	52
outsourced	02/24/2012	4618	2627	2486	223	15	2650	2370	2207	114	10
pink slip	02/24/2012	2061	1502	1426	94	7	1769	1626	1523	83	11
unemployment	02/24/2012	228415	61662	56197	6840	1997	152736	58835	49844	5137	1615
axed	02/25/2011	2716	2548	2458	97	6	3693	3483	3355	115	2
been fired	02/25/2011	5951	5102	4958	285	53	8209	7012	6664	347	110
canned	02/25/2011	5584	5292	5125	142	74	6688	6029	5808	165	75
downsized	02/25/2011	505	496	471	6	0	440	427	411	7	0
fired	02/25/2011	10457	9190	8919	262	677	11990	11059	10580	343	172
laid off	02/25/2011	8843	8327	7950	237	19	10033	9489	8435	252	89
lost job	02/25/2011	2967	2783	2647	95	31	4694	3440	3167	101	936
outsourced	02/25/2011	3331	3181	2979	82	1	3953	3798	3564	100	0
pink slip	02/25/2011	899	847	733	28	6	796	759	728	20	12
unemployment	02/25/2011	37987	33271	29762	1651	1045	41434	37871	34014	1613	360
axed	02/28/2014	5081	3639	3467	457	390	9318	7077	6492	620	523
been fired	02/28/2014	26390	16738	15898	2441	2287	26956	16399	15674	2648	2125
canned	02/28/2014	25550	15731	11763	1917	512	22043	14176	12939	1648	2028
downsized	02/28/2014	876	677	658	52	40	1196	927	892	82	68
fired	02/28/2014	43510	27971	26878	3364	3445	43716	29304	28025	3619	2824
laid off	02/28/2014	25570	18735	18020	2240	1167	23453	18088	17403	2198	826
lost job	02/28/2014	11036	7186	6802	956	718	9842	6771	6576	864	625
outsourced	02/28/2014	3633	2651	2393	318	130	3442	2599	2382	324	82
pink slip	02/28/2014	37488	19269	14666	3166	787	25176	13660	10827	2185	20
unemployment	02/28/2014	120751	64494	56827	11515	11512	120531	65949	57086	12681	10197
axed	03/01/2013	5587	4493	4337	390	278	7017	5709	5537	464	329
been fired	03/01/2013	22431	17501	17044	1653	664	30373	16601	16168	1630	9444
canned	03/01/2013	14769	11762	10967	844	496	13142	11129	10398	749	171
downsized	03/01/2013	660	612	565	23	14	637	590	567	26	1
fired	03/01/2013	41076	31771	30937	2474	1603	32326	26474	25792	2088	464
laid off	03/01/2013	27388	22879	21774	1840	1016	25566	21669	20654	1686	419
lost job	03/01/2013	10233	6926	6793	559	65	8020	6415	6276	526	147
outsourced	03/01/2013	2588	2000	1906	167	53	2766	2359	2219	178	27
pink slip	03/01/2013	4098	3514	3385	236	231	4052	3781	3556	196	0
unemployment	03/01/2013	129811	110898	106032	6992	3098	135726	111246	106698	6988	4758
axed	03/02/2012	4353	3516	3401	285	16	6213	3013	2918	313	39
been fired	03/02/2012	28335	11794	11514	1016	517	14747	10625	10246	689	157
canned	03/02/2012	12094	9898	9474	403	758	9246	8376	8055	370	43
downsized	03/02/2012	813	640	623	49	22	556	529	527	15	6
fired	03/02/2012	34181	27988	27171	1358	378	46392	27369	26416	1483	1330
laid off	03/02/2012	19823	17955	17591	928	44	18546	16843	16498	787	101
lost job	03/02/2012	7908	6735	6379	324	71	6691	6042	5817	247	13
outsourced	03/02/2012	3716	2629	2430	178	114	4618	2627	2486	223	15
pink slip	03/02/2012	1586	1504	1422	60	4	2061	1502	1426	94	7
unemployment	03/02/2012	205360	55262	51254	5379	11773	228415	61662	56197	6840	1997
axed	03/04/2011	2715	2516	2407	97	6	2716	2548	2458	97	6
been fired	03/04/2011	6482	5258	5106	266	561	5951	5102	4958	285	53
canned	03/04/2011	4362	4117	4000	125	8	5584	5292	5125	142	74
downsized	03/04/2011	361	347	340	9	0	505	496	471	6	0
fired	03/04/2011	9088	7844	7646	237	14	10457	9190	8919	262	677
laid off	03/04/2011	9695	8697	8447	389	100	8843	8327	7950	237	19
lost job	03/04/2011	2527	2403	2313	59	8	2967	2783	2647	95	31
outsourced	03/04/2011	3195	3016	2774	87	12	3331	3181	2979	82	1
pink slip	03/04/2011	1527	1442	1389	54	6	899	847	733	28	6
unemployment	03/04/2011	24370	21374	18979	1037	300	37987	33271	29762	1651	1045
axed	03/07/2014	16457	8378	7998	1222	4101	5081	3639	3467	457	390
been fired	03/07/2014	24489	15668	15005	2122	1729	26390	16738	15898	2441	2287
canned	03/07/2014	28791	16354	13247	2126	5741	25550	15731	11763	1917	512
downsized	03/07/2014	773	649	629	55	38	876	677	658	52	40
fired	03/07/2014	40386	27445	26388	3422	1161	43510	27971	26878	3364	3445
laid off	03/07/2014	24545	18667	17918	2353	729	25570	18735	18020	2240	1167
lost job	03/07/2014	10743	7380	6934	983	127	11036	7186	6802	956	718
