#Field:candidate	WeekId	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
pink slip	01/18/2013	2294	1969	1884	108	40	3045	2641	2504	170	38
unemployment	01/18/2013	102177	76851	69237	6311	5934	91490	73445	64538	4582	3987
axed	01/20/2012	3996	3603	3458	166	12	7607	5090	4893	236	6
been fired	01/20/2012	18794	15364	14908	880	514	17524	15158	14723	873	25
canned	01/20/2012	10789	10193	9756	337	9	10338	9490	9092	377	16
downsized	01/20/2012	791	727	709	23	1	812	793	590	14	1
fired	01/20/2012	34628	31875	30928	1263	19	33956	30252	29443	1211	24
laid off	01/20/2012	24082	20476	19890	837	25	20601	19000	18408	878	24
lost job	01/20/2012	8163	7683	7358	269	8	8057	7241	7060	301	4
outsourced	01/20/2012	3073	2817	2587	91	4	2432	2321	2194	61	1
pink slip	01/20/2012	4331	3700	3439	234	13	1769	1582	1517	79	1
unemployment	01/20/2012	70518	58777	54425	3140	256	84672	70289	64703	3893	300
axed	01/21/2011	2308	2193	2119	68	15	2350	2237	2126	70	1
been fired	01/21/2011	5758	5305	5173	193	10	8577	7614	7385	325	45
canned	01/21/2011	7807	7534	4945	150	6	5615	5077	4801	159	226
downsized	01/21/2011	630	607	558	18	1	686	665	641	15	0
fired	01/21/2011	11176	10318	10082	256	374	11288	10601	10355	281	122
laid off	01/21/2011	10748	10087	9845	282	118	7362	6948	6743	223	56
lost job	01/21/2011	3210	2951	2903	83	1	3194	2968	2888	85	40
outsourced	01/21/2011	1681	1633	1540	37	2	1673	1603	1517	42	0
pink slip	01/21/2011	1397	1324	1252	27	2	950	827	771	44	0
unemployment	01/21/2011	27534	25437	22955	972	144	36302	32445	29283	1418	727
axed	01/24/2014	5258	3699	3569	434	296	8080	4832	4616	587	870
been fired	01/24/2014	28374	17538	16940	2659	1369	34606	22444	21641	3052	2812
canned	01/24/2014	16350	12241	10875	1365	292	18166	13601	12027	1457	528
downsized	01/24/2014	923	738	723	55	56	787	608	593	64	60
fired	01/24/2014	46880	31594	30470	3856	5129	55828	36402	35208	4604	4376
laid off	01/24/2014	26632	20337	19624	2233	1344	29368	21501	20812	2496	3345
lost job	01/24/2014	22811	16973	16570	1462	1254	11517	8365	8188	1044	447
outsourced	01/24/2014	3915	2742	2398	329	109	3237	2246	2080	274	103
pink slip	01/24/2014	33595	16933	13069	2597	377	28806	16475	13129	2688	295
unemployment	01/24/2014	156620	84374	73655	15008	21955	305532	149794	126443	26670	59148
axed	01/25/2013	6449	4926	4765	328	516	4162	3512	3377	195	86
been fired	01/25/2013	17134	14264	13948	995	437	28643	22401	21668	1681	1763
canned	01/25/2013	14958	12619	11591	575	450	15364	12945	12069	553	739
downsized	01/25/2013	743	684	633	18	1	819	772	720	25	6
fired	01/25/2013	42205	34225	33271	1931	995	54188	42824	41643	2444	5600
laid off	01/25/2013	29360	25691	24761	1344	1143	27734	24552	23644	1445	195
lost job	01/25/2013	9675	7455	7331	413	148	10101	8487	8344	485	306
outsourced	01/25/2013	29146	25513	24918	1239	1192	1979	1752	1613	91	4
pink slip	01/25/2013	2154	1973	1889	87	76	2294	1969	1884	108	40
unemployment	01/25/2013	75996	61416	57499	4606	2158	102177	76851	69237	6311	5934
axed	01/27/2012	4086	3539	3362	219	2	3996	3603	3458	166	12
been fired	01/27/2012	18111	15120	14716	899	115	18794	15364	14908	880	514
canned	01/27/2012	11116	10275	9758	396	189	10789	10193	9756	337	9
downsized	01/27/2012	782	757	743	15	1	791	727	709	23	1
fired	01/27/2012	32957	29935	29110	1342	214	34628	31875	30928	1263	19
laid off	01/27/2012	23111	20265	19669	994	40	24082	20476	19890	837	25
lost job	01/27/2012	8452	7414	7115	261	180	8163	7683	7358	269	8
outsourced	01/27/2012	3484	2626	2400	106	4	3073	2817	2587	91	4
pink slip	01/27/2012	2251	1882	1785	86	6	4331	3700	3439	234	13
unemployment	01/27/2012	90916	69116	63354	5132	1293	70518	58777	54425	3140	256
axed	01/28/2011	2533	2200	2098	97	0	2308	2193	2119	68	15
been fired	01/28/2011	6138	5587	5365	229	134	5758	5305	5173	193	10
canned	01/28/2011	7197	6903	4839	143	12	7807	7534	4945	150	6
downsized	01/28/2011	520	500	490	14	0	630	607	558	18	1
fired	01/28/2011	9654	9048	8789	255	22	11176	10318	10082	256	374
laid off	01/28/2011	6662	6266	6120	195	109	10748	10087	9845	282	118
lost job	01/28/2011	2502	2334	2283	58	1	3210	2951	2903	83	1
outsourced	01/28/2011	3714	3555	3335	91	11	1681	1633	1540	37	2
pink slip	01/28/2011	724	694	659	17	0	1397	1324	1252	27	2
unemployment	01/28/2011	26422	23831	21822	1026	104	27534	25437	22955	972	144
axed	01/31/2014	7275	5140	4717	597	584	5258	3699	3569	434	296
been fired	01/31/2014	46584	18824	18093	2862	16341	28374	17538	16940	2659	1369
canned	01/31/2014	19006	13591	12872	1665	1052	16350	12241	10875	1365	292
downsized	01/31/2014	565	476	465	36	3	923	738	723	55	56
fired	01/31/2014	70605	40565	39009	5834	5518	46880	31594	30470	3856	5129
laid off	01/31/2014	30321	23573	22616	2772	1185	26632	20337	19624	2233	1344
lost job	01/31/2014	10561	7860	7669	905	884	22811	16973	16570	1462	1254
outsourced	01/31/2014	14983	3929	3556	462	1787	3915	2742	2398	329	109
pink slip	01/31/2014	34667	17507	12909	3038	10	33595	16933	13069	2597	377
unemployment	01/31/2014	167856	95558	82638	16003	20391	156620	84374	73655	15008	21955
axed	02/01/2013	27695	25966	5914	393	120	6449	4926	4765	328	516
been fired	02/01/2013	18060	14365	13991	1110	500	17134	14264	13948	995	437
canned	02/01/2013	14892	12958	12009	682	489	14958	12619	11591	575	450
downsized	02/01/2013	931	783	752	22	55	743	684	633	18	1
fired	02/01/2013	35213	30322	29405	1817	1094	42205	34225	33271	1931	995
laid off	02/01/2013	26522	23660	22447	1315	440	29360	25691	24761	1344	1143
lost job	02/01/2013	8339	7246	7119	428	137	9675	7455	7331	413	148
outsourced	02/01/2013	3131	2736	2616	158	25	29146	25513	24918	1239	1192
pink slip	02/01/2013	2545	1958	1757	131	298	2154	1973	1889	87	76
unemployment	02/01/2013	89535	66715	62205	4712	3553	75996	61416	57499	4606	2158
axed	02/03/2012	5907	3814	3652	312	39	4086	3539	3362	219	2
been fired	02/03/2012	29405	15532	15023	1130	293	18111	15120	14716	899	115
canned	02/03/2012	50253	12161	11594	928	164	11116	10275	9758	396	189
downsized	02/03/2012	553	529	525	19	6	782	757	743	15	1
fired	02/03/2012	36833	31841	30923	1523	323	32957	29935	29110	1342	214
laid off	02/03/2012	24079	20062	19497	998	458	23111	20265	19669	994	40
lost job	02/03/2012	8708	7875	7698	405	14	8452	7414	7115	261	180
outsourced	02/03/2012	2843	2637	2511	101	14	3484	2626	2400	106	4
pink slip	02/03/2012	3412	2288	2220	168	79	2251	1882	1785	86	6
unemployment	02/03/2012	117008	65336	60698	5843	2495	90916	69116	63354	5132	1293
axed	02/04/2011	1911	1732	1687	73	49	2533	2200	2098	97	0
been fired	02/04/2011	7984	6339	6111	284	699	6138	5587	5365	229	134
canned	02/04/2011	6128	5663	4986	160	114	7197	6903	4839	143	12
downsized	02/04/2011	824	814	790	8	0	520	500	490	14	0
fired	02/04/2011	10747	9872	9625	285	186	9654	9048	8789	255	22
laid off	02/04/2011	6764	6354	6224	184	105	6662	6266	6120	195	109
lost job	02/04/2011	2837	2688	2567	80	17	2502	2334	2283	58	1
outsourced	02/04/2011	3366	3178	2940	64	86	3714	3555	3335	91	11
pink slip	02/04/2011	517	508	488	8	1	724	694	659	17	0
unemployment	02/04/2011	30321	26573	24439	1176	173	26422	23831	21822	1026	104
axed	02/07/2014	5880	3712	3480	581	443	7275	5140	4717	597	584
been fired	02/07/2014	27124	16408	15793	2646	1890	46584	18824	18093	2862	16341
canned	02/07/2014	17100	12649	11954	1516	805	19006	13591	12872	1665	1052
downsized	02/07/2014	799	550	531	57	84	565	476	465	36	3
fired	02/07/2014	44059	29672	28609	3686	2958	70605	40565	39009	5834	5518
laid off	02/07/2014	30414	23217	22341	2878	1097	30321	23573	22616	2772	1185
lost job	02/07/2014	10744	7730	7567	954	428	10561	7860	7669	905	884
outsourced	02/07/2014	4453	3037	2688	361	160	14983	3929	3556	462	1787
pink slip	02/07/2014	29904	16571	12636	2586	69	34667	17507	12909	3038	10
unemployment	02/07/2014	180306	92871	80989	17162	32503	167856	95558	82638	16003	20391
axed	02/08/2013	5260	4109	3966	276	151	27695	25966	5914	393	120
been fired	02/08/2013	20346	14646	14292	1112	2064	18060	14365	13991	1110	500
canned	02/08/2013	17958	15842	14910	752	915	14892	12958	12009	682	489
downsized	02/08/2013	689	673	639	13	0	931	783	752	22	55
fired	02/08/2013	41740	33597	32643	1983	1371	35213	30322	29405	1817	1094
laid off	02/08/2013	26498	23496	22642	1417	586	26522	23660	22447	1315	440
lost job	02/08/2013	11063	7099	6912	401	153	8339	7246	7119	428	137
outsourced	02/08/2013	3122	2553	2356	136	26	3131	2736	2616	158	25
pink slip	02/08/2013	2211	1890	1797	106	1	2545	1958	1757	131	298
unemployment	02/08/2013	86032	65341	60363	4796	3474	89535	66715	62205	4712	3553
axed	02/10/2012	7325	5788	5582	429	129	5907	3814	3652	312	39
been fired	02/10/2012	12257	10552	10163	644	244	29405	15532	15023	1130	293
canned	02/10/2012	10318	9090	8737	373	131	50253	12161	11594	928	164
downsized	02/10/2012	888	644	623	47	27	553	529	525	19	6
fired	02/10/2012	42027	29700	28873	1431	843	36833	31841	30923	1523	323
laid off	02/10/2012	27471	24813	23381	1260	88	24079	20062	19497	998	458
lost job	02/10/2012	6950	6208	6075	255	34	8708	7875	7698	405	14
outsourced	02/10/2012	2610	2384	2245	89	22	2843	2637	2511	101	14
pink slip	02/10/2012	47059	2968	2862	603	355	3412	2288	2220	168	79
unemployment	02/10/2012	473565	82528	74564	9135	5660	117008	65336	60698	5843	2495
axed	02/11/2011	2016	1829	1774	75	20	1911	1732	1687	73	49
been fired	02/11/2011	6162	5250	5072	304	7	7984	6339	6111	284	699
canned	02/11/2011	6589	5943	5608	170	14	6128	5663	4986	160	114
downsized	02/11/2011	532	485	475	8	0	824	814	790	8	0
fired	02/11/2011	10805	9585	9334	263	225	10747	9872	9625	285	186
laid off	02/11/2011	7356	6970	6801	202	9	6764	6354	6224	184	105
lost job	02/11/2011	3528	3315	2847	70	53	2837	2688	2567	80	17
outsourced	02/11/2011	3612	3461	3221	90	2	3366	3178	2940	64	86
pink slip	02/11/2011	597	582	562	14	0	517	508	488	8	1
unemployment	02/11/2011	39539	34858	31568	1515	674	30321	26573	24439	1176	173
axed	02/14/2014	9610	6396	5973	804	879	5880	3712	3480	581	443
been fired	02/14/2014	31454	17316	16696	2769	1465	27124	16408	15793	2646	1890
canned	02/14/2014	20720	13384	12550	1659	2314	17100	12649	11954	1516	805
downsized	02/14/2014	622	501	489	39	52	799	550	531	57	84
fired	02/14/2014	47490	29523	28480	3904	1299	44059	29672	28609	3686	2958
laid off	02/14/2014	32402	22584	21823	2707	1646	30414	23217	22341	2878	1097
lost job	02/14/2014	11997	8152	7821	1152	619	10744	7730	7567	954	428
outsourced	02/14/2014	4042	3149	2682	326	51	4453	3037	2688	361	160
pink slip	02/14/2014	32524	17741	13739	2764	1234	29904	16571	12636	2586	69
unemployment	02/14/2014	180377	89651	76992	16846	33654	180306	92871	80989	17162	32503
axed	02/15/2013	5054	4255	4103	270	244	5260	4109	3966	276	151
been fired	02/15/2013	18566	13806	13415	1099	2008	20346	14646	14292	1112	2064
canned	02/15/2013	15381	12782	11939	700	234	17958	15842	14910	752	915
downsized	02/15/2013	578	536	515	19	0	689	673	639	13	0
fired	02/15/2013	39042	31152	30225	1993	810	41740	33597	32643	1983	1371
laid off	02/15/2013	24147	20822	19854	1290	1190	26498	23496	22642	1417	586
lost job	02/15/2013	10771	9305	8355	763	85	11063	7099	6912	401	153
outsourced	02/15/2013	2855	2264	2056	147	170	3122	2553	2356	136	26
pink slip	02/15/2013	6225	5961	5461	182	8	2211	1890	1797	106	1
unemployment	02/15/2013	83280	68169	64554	6074	1873	86032	65341	60363	4796	3474
axed	02/17/2012	4744	3950	3787	251	64	7325	5788	5582	429	129
been fired	02/17/2012	14943	11123	10754	754	1670	12257	10552	10163	644	244
canned	02/17/2012	9832	9116	8773	395	34	10318	9090	8737	373	131
downsized	02/17/2012	565	521	513	10	0	888	644	623	47	27
fired	02/17/2012	33771	27023	26283	1283	904	42027	29700	28873	1431	843
laid off	02/17/2012	24286	19867	19020	1024	109	27471	24813	23381	1260	88
lost job	02/17/2012	6692	6115	5988	218	52	6950	6208	6075	255	34
outsourced	02/17/2012	2653	2354	2194	110	10	2610	2384	2245	89	22
pink slip	02/17/2012	1740	1601	1500	80	11	47059	2968	2862	603	355
unemployment	02/17/2012	150763	58392	49422	5057	1487	473565	82528	74564	9135	5660
axed	02/18/2011	3691	3481	3353	115	3	2016	1829	1774	75	20
been fired	02/18/2011	7827	6699	6375	328	108	6162	5250	5072	304	7
canned	02/18/2011	6637	6017	5797	161	75	6589	5943	5608	170	14
downsized	02/18/2011	451	437	421	8	0	532	485	475	8	0
fired	02/18/2011	12324	11332	10832	360	174	10805	9585	9334	263	225
laid off	02/18/2011	9783	9278	8234	244	63	7356	6970	6801	202	9
lost job	02/18/2011	4656	3408	3134	98	936	3528	3315	2847	70	53
outsourced	02/18/2011	3931	3782	3553	97	0	3612	3461	3221	90	2
pink slip	02/18/2011	793	756	725	20	12	597	582	562	14	0
unemployment	02/18/2011	41602	38046	34164	1613	359	39539	34858	31568	1515	674
axed	02/21/2014	9191	7072	6489	616	525	9610	6396	5973	804	879
been fired	02/21/2014	29928	18293	17234	2893	2271	31454	17316	16696	2769	1465
canned	02/21/2014	21613	14176	12939	1643	2028	20720	13384	12550	1659	2314
downsized	02/21/2014	1186	919	886	80	68	622	501	489	39	52
fired	02/21/2014	40649	27362	26414	3371	2676	47490	29523	28480	3904	1299
laid off	02/21/2014	23287	17974	17312	2167	826	32402	22584	21823	2707	1646
lost job	02/21/2014	9740	6708	6515	850	625	11997	8152	7821	1152	619
outsourced	02/21/2014	3431	2591	2374	322	82	4042	3149	2682	326	51
pink slip	02/21/2014	25106	13637	10808	2175	20	32524	17741	13739	2764	1234
unemployment	02/21/2014	120755	66216	57280	12733	10192	180377	89651	76992	16846	33654
axed	02/22/2013	6951	5668	5501	461	311	5054	4255	4103	270	244
been fired	02/22/2013	22930	14643	14276	1471	4413	18566	13806	13415	1099	2008
canned	02/22/2013	13130	11118	10386	749	172	15381	12782	11939	700	234
downsized	02/22/2013	629	582	561	26	1	578	536	515	19	0
fired	02/22/2013	39678	28384	27644	2240	5520	39042	31152	30225	1993	810
laid off	02/22/2013	25627	21756	20731	1687	419	24147	20822	19854	1290	1190
lost job	02/22/2013	8005	6402	6264	524	147	10771	9305	8355	763	85
outsourced	02/22/2013	2765	2365	2224	176	27	2855	2264	2056	147	170
pink slip	02/22/2013	4025	3761	3533	193	0	6225	5961	5461	182	8
unemployment	02/22/2013	135401	111249	106684	6982	4670	83280	68169	64554	6074	1873
axed	02/24/2012	6126	2988	2897	296	39	4744	3950	3787	251	64
been fired	02/24/2012	14722	10624	10245	674	154	14943	11123	10754	754	1670
canned	02/24/2012	9230	8379	8060	363	43	9832	9116	8773	395	34
downsized	02/24/2012	561	534	532	15	6	565	521	513	10	0
fired	02/24/2012	49522	27549	26590	1489	1317	33771	27023	26283	1283	904
laid off	02/24/2012	18672	16961	16601	790	102	24286	19867	19020	1024	109
lost job	02/24/2012	6696	6040	5815	253	13	6692	6115	5988	218	52
outsourced	02/24/2012	4687	2634	2495	230	15	2653	2354	2194	110	10
pink slip	02/24/2012	2059	1491	1416	96	6	1740	1601	1500	80	11
unemployment	02/24/2012	227687	61255	55853	6741	1893	150763	58392	49422	5057	1487
axed	02/25/2011	2709	2541	2451	97	6	3691	3481	3353	115	3
been fired	02/25/2011	6074	5257	5112	286	53	7827	6699	6375	328	108
canned	02/25/2011	5578	5286	5118	142	74	6637	6017	5797	161	75
downsized	02/25/2011	507	498	473	6	0	451	437	421	8	0
fired	02/25/2011	9702	8908	8647	253	218	12324	11332	10832	360	174
laid off	02/25/2011	8677	8167	7796	232	19	9783	9278	8234	244	63
lost job	02/25/2011	2931	2771	2636	94	6	4656	3408	3134	98	936
outsourced	02/25/2011	3329	3185	2981	80	1	3931	3782	3553	97	0
pink slip	02/25/2011	895	844	730	27	6	793	756	725	20	12
unemployment	02/25/2011	37975	33508	29954	1645	787	41602	38046	34164	1613	359
axed	02/28/2014	5079	3639	3467	456	391	9191	7072	6489	616	525
been fired	02/28/2014	31148	18965	17904	2760	3997	29928	18293	17234	2893	2271
canned	02/28/2014	25361	15735	11766	1914	507	21613	14176	12939	1643	2028
downsized	02/28/2014	753	600	585	44	30	1186	919	886	80	68
fired	02/28/2014	38505	25645	24776	3042	1731	40649	27362	26414	3371	2676
laid off	02/28/2014	25504	18675	17964	2226	1164	23287	17974	17312	2167	826
lost job	02/28/2014	10953	7131	6752	940	718	9740	6708	6515	850	625
outsourced	02/28/2014	3622	2644	2386	316	130	3431	2591	2374	322	82
pink slip	02/28/2014	37466	19262	14659	3159	787	25106	13637	10808	2175	20
unemployment	02/28/2014	120707	64799	57099	11560	11420	120755	66216	57280	12733	10192
axed	03/01/2013	5585	4493	4334	389	279	6951	5668	5501	461	311
been fired	03/01/2013	19062	14901	14522	1439	534	22930	14643	14276	1471	4413
canned	03/01/2013	14743	11760	10954	843	496	13130	11118	10386	749	172
downsized	03/01/2013	655	611	563	22	14	629	582	561	26	1
fired	03/01/2013	44127	34250	33313	2678	1733	39678	28384	27644	2240	5520
laid off	03/01/2013	27478	22971	21860	1839	1016	25627	21756	20731	1687	419
lost job	03/01/2013	10204	6924	6791	559	65	8005	6402	6264	524	147
outsourced	03/01/2013	2589	1999	1905	168	53	2765	2365	2224	176	27
pink slip	03/01/2013	4091	3518	3389	234	231	4025	3761	3533	193	0
unemployment	03/01/2013	129240	110909	106043	6979	3096	135401	111249	106684	6982	4670
axed	03/02/2012	4390	3526	3412	290	16	6126	2988	2897	296	39
been fired	03/02/2012	28036	11790	11511	1001	290	14722	10624	10245	674	154
canned	03/02/2012	12408	9901	9480	410	758	9230	8379	8060	363	43
downsized	03/02/2012	824	648	631	51	22	561	534	532	15	6
fired	03/02/2012	33979	28169	27341	1362	367	49522	27549	26590	1489	1317
laid off	03/02/2012	19840	17975	17614	920	46	18672	16961	16601	790	102
lost job	03/02/2012	7856	6694	6340	319	71	6696	6040	5815	253	13
outsourced	03/02/2012	3705	2620	2421	176	114	4687	2634	2495	230	15
pink slip	03/02/2012	1534	1454	1375	58	2	2059	1491	1416	96	6
unemployment	03/02/2012	204021	55059	51067	5311	11771	227687	61255	55853	6741	1893
axed	03/04/2011	2716	2518	2409	96	7	2709	2541	2451	97	6
been fired	03/04/2011	6078	4892	4763	244	561	6074	5257	5112	286	53
canned	03/04/2011	4360	4115	3999	125	8	5578	5286	5118	142	74
downsized	03/04/2011	360	346	339	9	0	507	498	473	6	0
fired	03/04/2011	9467	8195	7987	259	14	9702	8908	8647	253	218
laid off	03/04/2011	9685	8707	8454	387	100	8677	8167	7796	232	19
lost job	03/04/2011	2529	2406	2315	58	8	2931	2771	2636	94	6
outsourced	03/04/2011	3174	2999	2778	84	12	3329	3185	2981	80	1
pink slip	03/04/2011	1462	1379	1329	52	6	895	844	730	27	6
unemployment	03/04/2011	24353	21365	18948	1041	290	37975	33508	29954	1645	787
axed	03/07/2014	16452	8373	7993	1222	4101	5079	3639	3467	456	391
been fired	03/07/2014	27936	17835	16951	2407	2095	31148	18965	17904	2760	3997
canned	03/07/2014	28650	16358	13250	2126	5741	25361	15735	11766	1914	507
downsized	03/07/2014	756	632	613	55	38	753	600	585	44	30
fired	03/07/2014	36606	25204	24360	3116	792	38505	25645	24776	3042	1731
laid off	03/07/2014	24362	18575	17841	2322	729	25504	18675	17964	2226	1164
lost job	03/07/2014	10657	7331	6887	970	127	10953	7131	6752	940	718
outsourced	03/07/2014	3183	2432	2273	312	55	3622	2644	2386	316	130
