candidate,MonthId,Label,NumTweets_Month1,NormalizedNumTweets_Month1,NumTweetsText_Month1,NormalizedNumTweetsText_Month1,NumTweetsTitle_Month1,NormalizedNumTweetsTitle_Month1,NumTweetsVerified_Month1,NormalizedNumTweetsVerified_Month1,NumTweets_Month2,NormalizedNumTweets_Month2,NumTweetsText_Month2,NormalizedNumTweetsText_Month2,NumTweetsTitle_Month2,NormalizedNumTweetsTitle_Month2,NumTweetsVerified_Month2,NormalizedNumTweetsVerified_Month2,NumTweets_Month3,NormalizedNumTweets_Month3,NumTweetsText_Month3,NormalizedNumTweetsText_Month3,NumTweetsTitle_Month3,NormalizedNumTweetsTitle_Month3,NumTweetsVerified_Month3,NormalizedNumTweetsVerified_Month3,NumTweets_Month4,NormalizedNumTweets_Month4,NumTweetsText_Month4,NormalizedNumTweetsText_Month4,NumTweetsTitle_Month4,NormalizedNumTweetsTitle_Month4,NumTweetsVerified_Month4,NormalizedNumTweetsVerified_Month4,NumTweets_Week1,NormalizedNumTweets_Week1,NumTweetsText_Week1,NormalizedNumTweetsText_Week1,NumTweetsTitle_Week1,NormalizedNumTweetsTitle_Week1,NumTweetsVerified_Week1,NormalizedNumTweetsVerified_Week1,NumTweets_Week2,NormalizedNumTweets_Week2,NumTweetsText_Week2,NormalizedNumTweetsText_Week2,NumTweetsTitle_Week2,NormalizedNumTweetsTitle_Week2,NumTweetsVerified_Week2,NormalizedNumTweetsVerified_Week2,NumTweets_Week3,NormalizedNumTweets_Week3,NumTweetsText_Week3,NormalizedNumTweetsText_Week3,NumTweetsTitle_Week3,NormalizedNumTweetsTitle_Week3,NumTweetsVerified_Week3,NormalizedNumTweetsVerified_Week3,NumTweets_Week4,NormalizedNumTweets_Week4,NumTweetsText_Week4,NormalizedNumTweetsText_Week4,NumTweetsTitle_Week4,NormalizedNumTweetsTitle_Week4,NumTweetsVerified_Week4,NormalizedNumTweetsVerified_Week4,OneMonthBefore,TwoMonthBefore,ThreeMonthBefore
job posting,201211,134850,1261886,0.649138682,1056636,0.543554093,205250,0.105584589,3079,0.001583897,1957734,1.427250631,1574630,1.147955576,383104,0.279295055,5953,0.004339927,2929337,2.330295044,2676208,2.12893028,253129,0.201364764,5564,0.004426176,550989,0.467990429,407057,0.345739716,143932,0.122250714,3506,0.002977872,135827,0.220377455,88197,0.14309843,47630,0.077279025,486,0.000788528,204027,0.353046527,147683,0.255549365,56344,0.097497162,1061,0.001835945,689276,1.527126098,628875,1.393304605,60401,0.133821493,1070,0.00237064,206900,0.519925014,152776,0.383915244,54124,0.13600977,632,0.001588171,134647,134422,134261
job posting,201212,135064,471383,0.129554604,290787,0.079919714,180596,0.04963489,3310,0.000909718,1247049,0.629739398,1046660,0.528546223,200389,0.101193175,2980,0.001504851,2009923,1.460797524,1633617,1.18730104,376306,0.273496484,5938,0.004315696,2944305,2.33601953,2687164,2.132003167,257141,0.204016363,5638,0.004473204,83714,0.06875385,44661,0.036679835,39053,0.032074015,576,0.000473066,103602,0.104065403,57972,0.058231304,45630,0.045834099,1106,0.001110947,154014,0.17746881,100184,0.115441033,53830,0.062027777,1009,0.001162661,144122,0.191975554,94682,0.126119742,49440,0.065855813,878,0.001169527,134850,134647,134422
job posting,201301,135261,465781,0.000342534,247134,0.000181742,218647,0.000160793,3638,2.68E-06,468946,0.126008148,288590,0.077545584,180356,0.048462564,3297,0.00088592,1194626,0.59119297,992495,0.491162981,202131,0.10002999,2870,0.001420297,2075468,1.505155536,1701950,1.234275578,373518,0.270879958,6023,0.004367955,120127,0.000268739,63166,0.00014131,56961,0.000127429,1066,2.38E-06,208891,0.000464136,106590,0.000236833,102301,0.000227303,1296,2.88E-06,150617,0.000339139,83319,0.000187606,67298,0.000151532,953,2.15E-06,74421,0.000392948,38999,0.000205918,35422,0.000187031,432,2.28E-06,135064,134850,134647
job posting,201302,135541,447839,0.000260041,254166,0.000147583,193673,0.000112458,10919,6.34E-06,443474,0.000354914,233203,0.000186633,210271,0.000168281,3270,2.62E-06,476201,0.134104673,294463,0.082924782,181738,0.051179891,3252,0.000915807,1261886,0.649138682,1056636,0.543554093,205250,0.105584589,3079,0.001583897,116087,0.000260655,63847,0.000143358,52240,0.000117297,2518,5.65E-06,116627,0.00025857,67662,0.000150011,48965,0.000108559,5529,1.23E-05,113550,0.000257809,64766,0.000147047,48784,0.000110761,1600,3.63E-06,111136,0.000251504,63481,0.000143659,47655,0.000107845,1241,2.81E-06,135261,135064,134850
job posting,201303,135682,444065,0.000264337,285090,0.000169705,158975,9.46E-05,4137,2.46E-06,446871,0.00025974,253694,0.000147458,193177,0.000112283,10834,6.30E-06,454948,0.000348678,240593,0.000184394,214355,0.000164285,3508,2.69E-06,471383,0.129554604,290787,0.079919714,180596,0.04963489,3310,0.000909718,105569,0.000245713,68498,0.00015943,37071,8.63E-05,706,1.64E-06,106428,0.000249046,69406,0.000162413,37022,8.66E-05,1195,2.80E-06,110847,0.000254019,71465,0.00016377,39382,9.02E-05,1032,2.36E-06,127653,0.000289063,81468,0.000184479,46185,0.000104583,1241,2.81E-06,135541,135261,135064
job posting,201304,135885,404188,0.000233315,241370,0.00013933,162818,9.40E-05,3806,2.20E-06,444065,0.000264337,285090,0.000169705,158975,9.46E-05,4137,2.46E-06,446871,0.00025974,253694,0.000147458,193177,0.000112283,10834,6.30E-06,454948,0.000348678,240593,0.000184394,214355,0.000164285,3508,2.69E-06,124368,0.000256732,74915,0.000154647,49453,0.000102085,791,1.63E-06,127834,0.000260558,74703,0.000152263,53131,0.000108294,986,2.01E-06,99858,0.000235899,60574,0.000143097,39284,9.28E-05,1284,3.03E-06,84938,0.000201662,51358,0.000121936,33580,7.97E-05,1271,3.02E-06,135682,135541,135261
job posting,201305,136084,454120,0.000246557,282445,0.000153349,171675,9.32E-05,5685,3.09E-06,412959,0.000237348,248132,0.000142614,164827,9.47E-05,3893,2.24E-06,440179,0.000264564,283326,0.000170289,156853,9.43E-05,4077,2.45E-06,439804,0.000255505,249067,0.000144696,190737,0.000110809,10622,6.17E-06,115901,0.000243477,73839,0.000155116,42062,8.84E-05,1015,2.13E-06,118578,0.000249591,73291,0.000154268,45287,9.53E-05,1867,3.93E-06,118176,0.000245346,71905,0.000149282,46271,9.61E-05,1621,3.37E-06,116329,0.000247611,70950,0.00015102,45379,9.66E-05,1220,2.60E-06,135885,135682,135541
job posting,201306,136285,404417,0.000220282,269804,0.00014696,134613,7.33E-05,4363,2.38E-06,454120,0.000246557,282445,0.000153349,171675,9.32E-05,5685,3.09E-06,412959,0.000237348,248132,0.000142614,164827,9.47E-05,3893,2.24E-06,440179,0.000264564,283326,0.000170289,156853,9.43E-05,4077,2.45E-06,84767,0.000179758,62795,0.000133164,21972,4.66E-05,1142,2.42E-06,98488,0.000210013,69136,0.000147424,29352,6.26E-05,1175,2.51E-06,114638,0.000240582,72536,0.000152226,42102,8.84E-05,1055,2.21E-06,109474,0.000226399,67536,0.000139669,41938,8.67E-05,1000,2.07E-06,136084,135885,135682
job posting,201307,136434,370334,0.000201705,273400,0.000148909,96934,5.28E-05,6083,3.31E-06,402588,0.000219197,270744,0.000147412,131844,7.18E-05,4424,2.41E-06,446224,0.000242528,276151,0.000150091,170073,9.24E-05,5619,3.05E-06,416901,0.00023655,251274,0.000142573,165627,9.40E-05,4193,2.38E-06,97480,0.000200918,70544,0.0001454,26936,5.55E-05,1506,3.10E-06,97812,0.000206031,72557,0.000152834,25255,5.32E-05,1560,3.29E-06,93496,0.000200001,70366,0.000150523,23130,4.95E-05,1009,2.16E-06,99985,0.000211146,73508,0.000155232,26477,5.59E-05,2111,4.46E-06,136285,136084,135885
job posting,201308,136636,417913,0.00022323,318655,0.000170211,99258,5.30E-05,8148,4.35E-06,371081,0.000201951,273683,0.000148945,97398,5.30E-05,6033,3.28E-06,407565,0.000221654,276708,0.000150488,130857,7.12E-05,4611,2.51E-06,438511,0.000238652,270168,0.000147034,168343,9.16E-05,5281,2.87E-06,109604,0.000226759,84343,0.000174496,25261,5.23E-05,2078,4.30E-06,104597,0.000214799,80342,0.000164989,24255,4.98E-05,1843,3.78E-06,95358,0.000199389,74196,0.00015514,21162,4.42E-05,1869,3.91E-06,100481,0.000209668,73559,0.000153492,26922,5.62E-05,2165,4.52E-06,136434,136285,136084
job posting,201309,136800,420212,0.000223593,305022,0.000162301,115190,6.13E-05,11896,6.33E-06,417913,0.00022323,318655,0.000170211,99258,5.30E-05,8148,4.35E-06,371081,0.000201951,273683,0.000148945,97398,5.30E-05,6033,3.28E-06,407565,0.000221654,276708,0.000150488,130857,7.12E-05,4611,2.51E-06,119421,0.000249073,85512,0.00017835,33909,7.07E-05,3772,7.87E-06,126964,0.000258929,91517,0.000186639,35447,7.23E-05,3964,8.08E-06,108522,0.00022139,80169,0.000163548,28353,5.78E-05,2961,6.04E-06,99917,0.000204358,73631,0.000150596,26286,5.38E-05,2354,4.81E-06,136636,136434,136285
job posting,201310,137037,369593,0.00023705,255746,0.000164031,113847,7.30E-05,9521,6.11E-06,430076,0.000228775,311462,0.00016568,118614,6.31E-05,12178,6.48E-06,410907,0.000219371,313218,0.000167218,97689,5.22E-05,8091,4.32E-06,372583,0.000202692,275227,0.000149729,97356,5.30E-05,6049,3.29E-06,98213,0.000254089,69086,0.000178734,29127,7.54E-05,2699,6.98E-06,94232,0.000241907,66405,0.000170471,27827,7.14E-05,3340,8.57E-06,91843,0.000236389,62084,0.000159794,29759,7.66E-05,1977,5.09E-06,99021,0.000227237,68733,0.000157731,30288,6.95E-05,2216,5.09E-06,136800,136636,136434
job posting,201311,137311,413979,0.000279184,318294,0.000214655,95685,6.45E-05,10302,6.95E-06,369593,0.00023705,255746,0.000164031,113847,7.30E-05,9521,6.11E-06,430076,0.000228775,311462,0.00016568,118614,6.31E-05,12178,6.48E-06,410907,0.000219371,313218,0.000167218,97689,5.22E-05,8091,4.32E-06,112533,0.00029603,87905,0.000231243,24628,6.48E-05,3065,8.06E-06,109130,0.000286742,87592,0.00023015,21538,5.66E-05,1657,4.35E-06,105437,0.00027446,82622,0.000215071,22815,5.94E-05,3379,8.80E-06,89499,0.00023105,64223,0.000165797,25276,6.53E-05,2023,5.22E-06,137037,136800,136636
job posting,201312,137395,394982,0.000270481,309557,0.000211983,85425,5.85E-05,7705,5.28E-06,408256,0.000275081,315394,0.000212511,92862,6.26E-05,9999,6.74E-06,365536,0.000236177,253364,0.000163702,112172,7.25E-05,9363,6.05E-06,437613,0.000234472,316891,0.000169789,120722,6.47E-05,12438,6.66E-06,94446,0.000254467,73702,0.000198577,20744,5.59E-05,2040,5.50E-06,107720,0.000289728,84156,0.000226349,23564,6.34E-05,2171,5.84E-06,120363,0.000315202,96273,0.000252116,24090,6.31E-05,2940,7.70E-06,102565,0.000267617,80286,0.000209486,22279,5.81E-05,1878,4.90E-06,137311,137037,136800
job posting,201401,137539,413839,0.000280728,313297,0.000212525,100542,6.82E-05,12413,8.42E-06,393493,0.000270042,308560,0.000211755,84933,5.83E-05,7720,5.30E-06,411225,0.000276906,318590,0.000214528,92635,6.24E-05,10009,6.74E-06,357575,0.000231356,247245,0.000159971,110330,7.14E-05,9059,5.86E-06,106967,0.000277816,77741,0.00020191,29226,7.59E-05,3936,1.02E-05,123435,0.000330691,91600,0.000245403,31835,8.53E-05,4122,1.10E-05,127190,0.000331489,98620,0.000257029,28570,7.45E-05,3217,8.38E-06,90563,0.000235523,70095,0.000182293,20468,5.32E-05,2940,7.65E-06,137395,137311,137037
job posting,201402,137761,420450,0.000287328,317678,0.000217095,102772,7.02E-05,12624,8.63E-06,406081,0.000275418,308534,0.000209258,97547,6.62E-05,11884,8.06E-06,394361,0.000270069,309072,0.00021166,85289,5.84E-05,7769,5.32E-06,413979,0.000279184,318294,0.000214655,95685,6.45E-05,10302,6.95E-06,116014,0.000314235,87594,0.000237256,28420,7.70E-05,4151,1.12E-05,109125,0.000293561,82524,0.000222001,26601,7.16E-05,2802,7.54E-06,100977,0.000263541,78848,0.000205786,22129,5.78E-05,2952,7.70E-06,105755,0.000274235,78458,0.00020345,27297,7.08E-05,2615,6.78E-06,137539,137395,137311
job posting,201403,137964,490093,0.000349611,357126,0.000254758,132967,9.49E-05,11792,8.41E-06,412651,0.000282884,312180,0.000214008,100471,6.89E-05,12316,8.44E-06,408585,0.000276871,309825,0.000209948,98760,6.69E-05,12167,8.24E-06,394982,0.000270481,309557,0.000211983,85425,5.85E-05,7705,5.28E-06,148326,0.000404693,99592,0.000271727,48734,0.000132966,3211,8.76E-06,144311,0.000397516,100655,0.000277262,43656,0.000120254,3646,1.00E-05,118919,0.000330319,95691,0.000265799,23228,6.45E-05,2623,7.29E-06,114947,0.000316156,89864,0.000247167,25083,6.90E-05,3041,8.36E-06,137761,137539,137395
job posting,201404,138268,530608,0.00038531,359819,0.000261289,170789,0.000124021,14599,1.06E-05,490093,0.000349611,357126,0.000254758,132967,9.49E-05,11792,8.41E-06,412651,0.000282884,312180,0.000214008,100471,6.89E-05,12316,8.44E-06,408585,0.000276871,309825,0.000209948,98760,6.69E-05,12167,8.24E-06,131130,0.000367477,89445,0.00025066,41685,0.000116818,3843,1.08E-05,137975,0.000394046,93743,0.000267723,44232,0.000126323,3961,1.13E-05,137544,0.000390151,94268,0.000267396,43276,0.000122755,4082,1.16E-05,140038,0.000385989,94394,0.00026018,45644,0.000125809,3159,8.71E-06,137964,137761,137539
job posting,201405,138492,522295,0.0003914,361846,0.000271162,160449,0.000120238,12636,9.47E-06,526715,0.000382646,358112,0.00026016,168603,0.000122486,14444,1.05E-05,502916,0.000358503,364955,0.000260157,137961,9.83E-05,12269,8.75E-06,409554,0.000281364,309730,0.000212785,99824,6.86E-05,12380,8.51E-06,134302,0.000396192,95936,0.000283012,38366,0.00011318,3389,1.00E-05,125256,0.000368034,85644,0.000251644,39612,0.00011639,3530,1.04E-05,131883,0.000382638,89014,0.00025826,42869,0.000124378,2869,8.32E-06,126891,0.000361788,87152,0.000248485,39739,0.000113303,2769,7.89E-06,138268,137964,137761
job posting,201406,138780,596362,0.000358893,418011,0.00025156,178351,0.000107332,16800,1.01E-05,522295,0.0003914,361846,0.000271162,160449,0.000120238,12636,9.47E-06,526715,0.000382646,358112,0.00026016,168603,0.000122486,14444,1.05E-05,502916,0.000358503,364955,0.000260157,137961,9.83E-05,12269,8.75E-06,162530,0.000353995,111980,0.000243896,50550,0.000110099,3982,8.67E-06,168699,0.000356723,120366,0.000254521,48333,0.000102203,6169,1.30E-05,172728,0.000381534,125019,0.000276151,47709,0.000105383,2939,6.49E-06,147059,0.000392523,101676,0.000271389,45383,0.000121134,5214,1.39E-05,138492,138268,137964
