candidate,MonthId,NumTweets_Month1,NormalizedNumTweets_Month1,NumTweetsText_Month1,NormalizedNumTweetsText_Month1,NumTweetsTitle_Month1,NormalizedNumTweetsTitle_Month1,NumTweetsVerified_Month1,NormalizedNumTweetsVerified_Month1,NumTweets_Month2,NormalizedNumTweets_Month2,NumTweetsText_Month2,NormalizedNumTweetsText_Month2,NumTweetsTitle_Month2,NormalizedNumTweetsTitle_Month2,NumTweetsVerified_Month2,NormalizedNumTweetsVerified_Month2,NumTweets_Month3,NormalizedNumTweets_Month3,NumTweetsText_Month3,NormalizedNumTweetsText_Month3,NumTweetsTitle_Month3,NormalizedNumTweetsTitle_Month3,NumTweetsVerified_Month3,NormalizedNumTweetsVerified_Month3,NumTweets_Month4,NormalizedNumTweets_Month4,NumTweetsText_Month4,NormalizedNumTweetsText_Month4,NumTweetsTitle_Month4,NormalizedNumTweetsTitle_Month4,NumTweetsVerified_Month4,NormalizedNumTweetsVerified_Month4,NumTweets_Week1,NormalizedNumTweets_Week1,NumTweetsText_Week1,NormalizedNumTweetsText_Week1,NumTweetsTitle_Week1,NormalizedNumTweetsTitle_Week1,NumTweetsVerified_Week1,NormalizedNumTweetsVerified_Week1,NumTweets_Week2,NormalizedNumTweets_Week2,NumTweetsText_Week2,NormalizedNumTweetsText_Week2,NumTweetsTitle_Week2,NormalizedNumTweetsTitle_Week2,NumTweetsVerified_Week2,NormalizedNumTweetsVerified_Week2,NumTweets_Week3,NormalizedNumTweets_Week3,NumTweetsText_Week3,NormalizedNumTweetsText_Week3,NumTweetsTitle_Week3,NormalizedNumTweetsTitle_Week3,NumTweetsVerified_Week3,NormalizedNumTweetsVerified_Week3,NumTweets_Week4,NormalizedNumTweets_Week4,NumTweetsText_Week4,NormalizedNumTweetsText_Week4,NumTweetsTitle_Week4,NormalizedNumTweetsTitle_Week4,NumTweetsVerified_Week4,NormalizedNumTweetsVerified_Week4
job posting,201202,800374,0.002215206,685009,0.001895909,115365,0.000319297,2737,7.58E-06,772568,0.002415258,713071,0.002229254,59497,0.000186004,1243,3.89E-06,152934,0.000597723,113977,0.000445465,38957,0.000152258,241,9.42E-07,75222,0.000797225,57148,0.000605671,18074,0.000191554,588,6.23E-06,226776,0.002811464,197995,0.00245465,28781,0.000356814,713,8.84E-06,154614,0.001506952,121061,0.001179926,33553,0.000327026,411,4.01E-06,259449,0.002557435,219966,0.002168244,39483,0.000389191,521,5.14E-06,199497,0.002196721,176144,0.001939574,23353,0.000257147,1096,1.21E-05
job posting,201203,984477,0.0026753,870903,0.002366665,113574,0.000308635,2274,6.18E-06,790878,0.002215599,671191,0.001880303,119687,0.000335296,2805,7.86E-06,788814,0.002452201,727147,0.002260495,61667,0.000191705,1458,4.53E-06,152706,0.00058654,113723,0.000436807,38983,0.000149733,241,9.26E-07,444622,0.00441513,410313,0.004074439,34309,0.000340691,708,7.03E-06,428663,0.004607499,400749,0.004307465,27914,0.000300035,735,7.90E-06,121543,0.001344617,99723,0.001103225,21820,0.000241392,374,4.14E-06,91453,0.000940002,70684,0.000726527,20769,0.000213475,385,3.96E-06
job posting,201204,2688185,0.005993189,2485525,0.005541368,202660,0.000451821,2370,5.28E-06,984477,0.0026753,870903,0.002366665,113574,0.000308635,2274,6.18E-06,790878,0.002215599,671191,0.001880303,119687,0.000335296,2805,7.86E-06,788814,0.002452201,727147,0.002260495,61667,0.000191705,1458,4.53E-06,193351,0.001555854,112820,0.000907838,80531,0.000648016,581,4.68E-06,232160,0.00188801,164358,0.001336619,67802,0.000551391,802,6.52E-06,390683,0.003395557,352004,0.003059385,38679,0.000336172,846,7.35E-06,1869210,0.017619813,1846452,0.017405288,22758,0.000214525,302,2.85E-06
job posting,201205,1371665,0.002720908,968662,0.00192149,403003,0.000799418,3182,6.31E-06,2643050,0.0058644,2437394,0.00540809,205656,0.00045631,2164,4.80E-06,1035623,0.002778585,926277,0.002485209,109346,0.000293376,2164,5.81E-06,796146,0.002230679,670466,0.001878543,125680,0.000352136,2681,7.51E-06,665190,0.00494411,617595,0.004590354,47595,0.000353756,630,4.68E-06,620977,0.004387434,567621,0.004010454,53356,0.00037698,629,4.44E-06,365154,0.002745193,128217,0.000963923,236937,0.00178127,1392,1.05E-05,211240,0.001802972,136644,0.001166282,74596,0.000636691,621,5.30E-06
job posting,201206,1049079,0.002481449,859055,0.002031974,190024,0.000449475,1596,3.78E-06,1371665,0.002720908,968662,0.00192149,403003,0.000799418,3182,6.31E-06,2643050,0.0058644,2437394,0.00540809,205656,0.00045631,2164,4.80E-06,1035623,0.002778585,926277,0.002485209,109346,0.000293376,2164,5.81E-06,141124,0.001376976,81350,0.000793749,59774,0.000583227,632,6.17E-06,146045,0.00139504,100829,0.000963131,45216,0.000431909,269,2.57E-06,222169,0.002055719,176900,0.001636847,45269,0.000418872,424,3.92E-06,525992,0.004709191,485036,0.004342513,40956,0.000366678,182,1.63E-06
job posting,201207,2674979,0.006893956,1465923,0.003777977,1209056,0.003115979,1834,4.73E-06,1015813,0.002431724,828952,0.001984403,186861,0.000447321,1458,3.49E-06,1373155,0.002713884,968915,0.00191495,404240,0.000798934,3137,6.20E-06,2599796,0.005732652,2391865,0.005274156,207931,0.000458496,2247,4.95E-06,2159250,0.01933001,1098986,0.009838328,1060264,0.009491682,445,3.98E-06,240657,0.002442637,180544,0.001832498,60113,0.000610139,709,7.20E-06,234466,0.002448643,177791,0.001856758,56675,0.000591885,641,6.69E-06,112219,0.001152899,63701,0.000654442,48518,0.000498457,398,4.09E-06
job posting,201208,558699,0.000710287,412593,0.000524539,146106,0.000185748,3559,4.52E-06,2688533,0.006875701,1475708,0.003774001,1212825,0.0031017,1910,4.88E-06,1023050,0.002472382,836555,0.002021684,186495,0.000450698,1510,3.65E-06,1357349,0.002681054,952923,0.001882226,404426,0.000798828,3049,6.02E-06,119775,0.000352567,85103,0.000250507,34672,0.00010206,1067,3.14E-06,118053,0.000477151,88419,0.000357375,29634,0.000119776,526,2.13E-06,173538,0.001312541,151746,0.001147719,21792,0.000164822,1069,8.09E-06,158256,0.001378018,107469,0.000935789,50787,0.000442229,787,6.85E-06
job posting,201209,2920834,0.00239349,2677363,0.002193977,243471,0.000199513,5498,4.51E-06,558699,0.000710287,412593,0.000524539,146106,0.000185748,3559,4.52E-06,2688533,0.006875701,1475708,0.003774001,1212825,0.0031017,1910,4.88E-06,1023050,0.002472382,836555,0.002021684,186495,0.000450698,1510,3.65E-06,158832,0.000457567,93614,0.000269685,65218,0.000187882,709,2.04E-06,260123,0.000955429,187657,0.000689262,72466,0.000266167,985,3.62E-06,342896,0.001012524,273511,0.00080764,69385,0.000204884,2574,7.60E-06,2202215,0.007204526,2147573,0.007025765,54642,0.000178761,1319,4.32E-06
job posting,201210,1957734,0.001435318,1574630,0.001154444,383104,0.000280874,5953,4.36E-06,2929337,0.002399361,2676208,0.002192029,253129,0.000207333,5564,4.56E-06,550989,0.000676328,407057,0.000499655,143932,0.000176674,3506,4.30E-06,2683197,0.006841204,1464411,0.00373373,1218786,0.003107473,2076,5.29E-06,265046,0.000752321,208866,0.000592857,56180,0.000159464,1353,3.84E-06,1376996,0.003843468,1260748,0.003518997,116248,0.000324471,3080,8.60E-06,240141,0.000681127,88080,0.000249827,152061,0.0004313,1160,3.29E-06,159604,0.000457064,92331,0.000264412,67273,0.000192652,1005,2.88E-06
job posting,201211,1261886,0.001303304,1056636,0.001091317,205250,0.000211987,3079,3.18E-06,1957734,0.001435318,1574630,0.001154444,383104,0.000280874,5953,4.36E-06,2929337,0.002399361,2676208,0.002192029,253129,0.000207333,5564,4.56E-06,550989,0.000676328,407057,0.000499655,143932,0.000176674,3506,4.30E-06,135827,0.016249688,88197,0.010551464,47630,0.005698224,486,5.81E-05,204027,0.000845369,147683,0.000611913,56344,0.000233457,1061,4.40E-06,689276,0.001928329,628875,0.00175935,60401,0.000168979,1070,2.99E-06,206900,0.00056945,152776,0.000420484,54124,0.000148965,632,1.74E-06
job posting,201212,471383,0.000631996,290787,0.000389866,180596,0.00024213,3310,4.44E-06,1247049,0.001348447,1046660,0.001131764,200389,0.000216683,2980,3.22E-06,2009923,0.001472704,1633617,0.001196978,376306,0.000275726,5938,4.35E-06,2944305,0.002408994,2687164,0.002198604,257141,0.00021039,5638,4.61E-06,83714,0.000339414,44661,0.000181076,39053,0.000158338,576,2.34E-06,103602,0.000462492,57972,0.000258794,45630,0.000203698,1106,4.94E-06,154014,0.000680077,100184,0.000442381,53830,0.000237696,1009,4.46E-06,144122,0.001073283,94682,0.000705101,49440,0.000368182,878,6.54E-06
job posting,201301,465781,0.00012325,247134,6.54E-05,218647,5.79E-05,3638,9.63E-07,468946,0.000604748,288590,0.000372163,180356,0.000232585,3297,4.25E-06,1194626,0.001355874,992495,0.00112646,202131,0.000229414,2870,3.26E-06,2075468,0.001520268,1701950,0.001246669,373518,0.0002736,6023,4.41E-06,120127,0.000102968,63166,5.41E-05,56961,4.88E-05,1066,9.14E-07,208891,0.000176949,106590,9.03E-05,102301,8.67E-05,1296,1.10E-06,150617,0.000127435,83319,7.05E-05,67298,5.69E-05,953,8.06E-07,74421,0.000115746,38999,6.07E-05,35422,5.51E-05,432,6.72E-07
job posting,201302,447839,0.000102146,254166,5.80E-05,193673,4.42E-05,10919,2.49E-06,443474,0.000124626,233203,6.55E-05,210271,5.91E-05,3270,9.19E-07,476201,0.00066774,294463,0.000412903,181738,0.000254837,3252,4.56E-06,1261886,0.001303304,1056636,0.001091317,205250,0.000211987,3079,3.18E-06,116087,0.000102811,63847,5.65E-05,52240,4.63E-05,2518,2.23E-06,116627,0.00010304,67662,5.98E-05,48965,4.33E-05,5529,4.88E-06,113550,0.000102783,64766,5.86E-05,48784,4.42E-05,1600,1.45E-06,111136,9.74E-05,63481,5.57E-05,47655,4.18E-05,1241,1.09E-06
job posting,201303,444065,0.000105324,285090,6.76E-05,158975,3.77E-05,4137,9.81E-07,446871,0.000102263,253694,5.81E-05,193177,4.42E-05,10834,2.48E-06,454948,0.000123911,240593,6.55E-05,214355,5.84E-05,3508,9.55E-07,471383,0.000631996,290787,0.000389866,180596,0.00024213,3310,4.44E-06,105569,9.76E-05,68498,6.34E-05,37071,3.43E-05,706,6.53E-07,106428,9.96E-05,69406,6.49E-05,37022,3.46E-05,1195,1.12E-06,110847,0.000100605,71465,6.49E-05,39382,3.57E-05,1032,9.37E-07,127653,0.000113993,81468,7.28E-05,46185,4.12E-05,1241,1.11E-06
job posting,201304,404188,9.03E-05,241370,5.39E-05,162818,3.64E-05,3806,8.51E-07,444065,0.000105324,285090,6.76E-05,158975,3.77E-05,4137,9.81E-07,446871,0.000102263,253694,5.81E-05,193177,4.42E-05,10834,2.48E-06,454948,0.000123911,240593,6.55E-05,214355,5.84E-05,3508,9.55E-07,124368,9.63E-05,74915,5.80E-05,49453,3.83E-05,791,6.12E-07,127834,9.64E-05,74703,5.63E-05,53131,4.01E-05,986,7.44E-07,99858,9.35E-05,60574,5.67E-05,39284,3.68E-05,1284,1.20E-06,84938,8.24E-05,51358,4.99E-05,33580,3.26E-05,1271,1.23E-06
job posting,201305,454120,9.29E-05,282445,5.78E-05,171675,3.51E-05,5685,1.16E-06,412959,9.18E-05,248132,5.51E-05,164827,3.66E-05,3893,8.65E-07,440179,0.000105536,283326,6.79E-05,156853,3.76E-05,4077,9.77E-07,439804,0.000100593,249067,5.70E-05,190737,4.36E-05,10622,2.43E-06,115901,9.16E-05,73839,5.83E-05,42062,3.32E-05,1015,8.02E-07,118578,9.41E-05,73291,5.81E-05,45287,3.59E-05,1867,1.48E-06,118176,9.23E-05,71905,5.61E-05,46271,3.61E-05,1621,1.27E-06,116329,9.50E-05,70950,5.80E-05,45379,3.71E-05,1220,9.97E-07
job posting,201306,404417,8.15E-05,269804,5.44E-05,134613,2.71E-05,4363,8.79E-07,454120,9.29E-05,282445,5.78E-05,171675,3.51E-05,5685,1.16E-06,412959,9.18E-05,248132,5.51E-05,164827,3.66E-05,3893,8.65E-07,440179,0.000105536,283326,6.79E-05,156853,3.76E-05,4077,9.77E-07,84767,6.57E-05,62795,4.87E-05,21972,1.70E-05,1142,8.85E-07,98488,7.74E-05,69136,5.43E-05,29352,2.31E-05,1175,9.23E-07,114638,8.94E-05,72536,5.66E-05,42102,3.28E-05,1055,8.23E-07,109474,8.32E-05,67536,5.13E-05,41938,3.19E-05,1000,7.60E-07
job posting,201307,370334,7.15E-05,273400,5.28E-05,96934,1.87E-05,6083,1.17E-06,402588,8.09E-05,270744,5.44E-05,131844,2.65E-05,4424,8.89E-07,446224,9.13E-05,276151,5.65E-05,170073,3.48E-05,5619,1.15E-06,416901,9.12E-05,251274,5.50E-05,165627,3.62E-05,4193,9.17E-07,97480,6.84E-05,70544,4.95E-05,26936,1.89E-05,1506,1.06E-06,97812,7.32E-05,72557,5.43E-05,25255,1.89E-05,1560,1.17E-06,93496,7.26E-05,70366,5.46E-05,23130,1.80E-05,1009,7.83E-07,99985,7.55E-05,73508,5.55E-05,26477,2.00E-05,2111,1.59E-06
job posting,201308,417913,7.72E-05,318655,5.88E-05,99258,1.83E-05,8148,1.50E-06,371081,7.15E-05,273683,5.27E-05,97398,1.88E-05,6033,1.16E-06,407565,8.17E-05,276708,5.54E-05,130857,2.62E-05,4611,9.24E-07,438511,8.98E-05,270168,5.53E-05,168343,3.45E-05,5281,1.08E-06,109604,7.95E-05,84343,6.12E-05,25261,1.83E-05,2078,1.51E-06,104597,7.32E-05,80342,5.62E-05,24255,1.70E-05,1843,1.29E-06,95358,6.82E-05,74196,5.31E-05,21162,1.51E-05,1869,1.34E-06,100481,7.36E-05,73559,5.38E-05,26922,1.97E-05,2165,1.58E-06
job posting,201309,420212,8.16E-05,305022,5.92E-05,115190,2.24E-05,11896,2.31E-06,417913,7.72E-05,318655,5.88E-05,99258,1.83E-05,8148,1.50E-06,371081,7.15E-05,273683,5.27E-05,97398,1.88E-05,6033,1.16E-06,407565,8.17E-05,276708,5.54E-05,130857,2.62E-05,4611,9.24E-07,119421,9.39E-05,85512,6.72E-05,33909,2.67E-05,3772,2.97E-06,126964,9.61E-05,91517,6.93E-05,35447,2.68E-05,3964,3.00E-06,108522,8.01E-05,80169,5.92E-05,28353,2.09E-05,2961,2.19E-06,99917,7.32E-05,73631,5.39E-05,26286,1.92E-05,2354,1.72E-06
job posting,201310,369593,9.91E-05,255746,6.86E-05,113847,3.05E-05,9521,2.55E-06,430076,8.36E-05,311462,6.05E-05,118614,2.31E-05,12178,2.37E-06,410907,7.54E-05,313218,5.75E-05,97689,1.79E-05,8091,1.49E-06,372583,7.17E-05,275227,5.30E-05,97356,1.87E-05,6049,1.16E-06,98213,0.000110342,69086,7.76E-05,29127,3.27E-05,2699,3.03E-06,94232,0.000103688,66405,7.31E-05,27827,3.06E-05,3340,3.68E-06,91843,0.000101712,62084,6.88E-05,29759,3.30E-05,1977,2.19E-06,99021,9.09E-05,68733,6.31E-05,30288,2.78E-05,2216,2.03E-06
job posting,201311,413979,0.000119076,318294,9.16E-05,95685,2.75E-05,10302,2.96E-06,369593,9.91E-05,255746,6.86E-05,113847,3.05E-05,9521,2.55E-06,430076,8.36E-05,311462,6.05E-05,118614,2.31E-05,12178,2.37E-06,410907,7.54E-05,313218,5.75E-05,97689,1.79E-05,8091,1.49E-06,112533,0.000125048,87905,9.77E-05,24628,2.74E-05,3065,3.41E-06,109130,0.000122229,87592,9.81E-05,21538,2.41E-05,1657,1.86E-06,105437,0.000117532,82622,9.21E-05,22815,2.54E-05,3379,3.77E-06,89499,9.84E-05,64223,7.06E-05,25276,2.78E-05,2023,2.22E-06
job posting,201312,394982,0.000115101,309557,9.02E-05,85425,2.49E-05,7705,2.25E-06,408256,0.000116854,315394,9.03E-05,92862,2.66E-05,9999,2.86E-06,365536,9.93E-05,253364,6.88E-05,112172,3.05E-05,9363,2.54E-06,437613,8.65E-05,316891,6.26E-05,120722,2.39E-05,12438,2.46E-06,94446,0.000109121,73702,8.52E-05,20744,2.40E-05,2040,2.36E-06,107720,0.000124715,84156,9.74E-05,23564,2.73E-05,2171,2.51E-06,120363,0.000134148,96273,0.000107299,24090,2.68E-05,2940,3.28E-06,102565,0.000113313,80286,8.87E-05,22279,2.46E-05,1878,2.07E-06
job posting,201401,413839,0.000117939,313297,8.93E-05,100542,2.87E-05,12413,3.54E-06,393493,0.000115401,308560,9.05E-05,84933,2.49E-05,7720,2.26E-06,411225,0.000117354,318590,9.09E-05,92635,2.64E-05,10009,2.86E-06,357575,9.76E-05,247245,6.75E-05,110330,3.01E-05,9059,2.47E-06,106967,0.000118435,77741,8.61E-05,29226,3.24E-05,3936,4.36E-06,123435,0.000142501,91600,0.000105749,31835,3.68E-05,4122,4.76E-06,127190,0.000137177,98620,0.000106364,28570,3.08E-05,3217,3.47E-06,90563,9.67E-05,70095,7.49E-05,20468,2.19E-05,2940,3.14E-06
job posting,201402,420450,0.000123995,317678,9.37E-05,102772,3.03E-05,12624,3.72E-06,406081,0.000115543,308534,8.78E-05,97547,2.78E-05,11884,3.38E-06,394361,0.000114572,309072,8.98E-05,85289,2.48E-05,7769,2.26E-06,413979,0.000119076,318294,9.16E-05,95685,2.75E-05,10302,2.96E-06,116014,0.000136976,87594,0.000103421,28420,3.36E-05,4151,4.90E-06,109125,0.000128599,82524,9.73E-05,26601,3.13E-05,2802,3.30E-06,100977,0.000113944,78848,8.90E-05,22129,2.50E-05,2952,3.33E-06,105755,0.00011747,78458,8.71E-05,27297,3.03E-05,2615,2.90E-06
job posting,201403,490093,0.000150618,357126,0.000109754,132967,4.09E-05,11792,3.62E-06,412651,0.000122226,312180,9.25E-05,100471,2.98E-05,12316,3.65E-06,408585,0.000116321,309825,8.82E-05,98760,2.81E-05,12167,3.46E-06,394982,0.000115101,309557,9.02E-05,85425,2.49E-05,7705,2.25E-06,148326,0.000171243,99592,0.00011498,48734,5.63E-05,3211,3.71E-06,144311,0.000169438,100655,0.000118181,43656,5.13E-05,3646,4.28E-06,118919,0.000143712,95691,0.000115641,23228,2.81E-05,2623,3.17E-06,114947,0.000137894,89864,0.000107803,25083,3.01E-05,3041,3.65E-06
job posting,201404,530608,0.000166011,359819,0.000112576,170789,5.34E-05,14599,4.57E-06,490093,0.000150618,357126,0.000109754,132967,4.09E-05,11792,3.62E-06,412651,0.000122226,312180,9.25E-05,100471,2.98E-05,12316,3.65E-06,408585,0.000116321,309825,8.82E-05,98760,2.81E-05,12167,3.46E-06,131130,0.00015762,89445,0.000107514,41685,5.01E-05,3843,4.62E-06,137975,0.000170799,93743,0.000116045,44232,5.48E-05,3961,4.90E-06,137544,0.000169348,94268,0.000116065,43276,5.33E-05,4082,5.03E-06,140038,0.000166145,94394,0.000111992,45644,5.42E-05,3159,3.75E-06
job posting,201405,522295,0.000170351,361846,0.000118019,160449,5.23E-05,12636,4.12E-06,526715,0.00016493,358112,0.000112135,168603,5.28E-05,14444,4.52E-06,502916,0.000154239,364955,0.000111928,137961,4.23E-05,12269,3.76E-06,409554,0.000121511,309730,9.19E-05,99824,2.96E-05,12380,3.67E-06,134302,0.000170507,95936,0.000121798,38366,4.87E-05,3389,4.30E-06,125256,0.000159988,85644,0.000109392,39612,5.06E-05,3530,4.51E-06,131883,0.000168238,89014,0.000113552,42869,5.47E-05,2869,3.66E-06,126891,0.000158332,87152,0.000108747,39739,4.96E-05,2769,3.46E-06
