MonthId,Autos,Bus,ClothesAndShoes,Commerce,ConsumerElectronics,Education,Finance,Flight,Health,Hotel,Jobs,Nightlife,Nutrition,RealEstate,Restaurant,Sports,TravelGuide,University
201102,91131.84,7.738556965,9.971664758,14.29865497,10.27280825,10.35941413,11.41581405,9.329711479,11.51125217,10.26736197,10.39418679,8.698393286,6.148893633,7.951087741,10.1335948,9.521240556,9.892125245,9.729397226
201103,91131.2,7.786689671,10.03152186,14.29408733,10.11739619,10.26146929,11.43009838,9.341609833,11.50714207,10.26457783,10.2670815,8.66203975,5.945357256,7.832562839,10.21037134,9.581644584,9.849004439,9.578211603
201104,80172.07,7.752973979,9.98748765,14.27781903,10.0221693,10.07769923,11.38584624,9.345758109,11.49110441,10.06863455,10.13323684,8.537317336,5.75882196,7.844758812,10.07403254,9.573665951,9.643848571,9.474126702
201105,80229.24,7.879414112,10.02962272,14.23457215,9.983577951,10.15027028,11.37371098,9.27333395,11.42951712,10.07908531,10.12063194,8.498877274,5.804249939,7.863986465,10.02776678,9.554958625,9.596829911,9.537262869
201106,78229.27,7.916656915,9.912096886,14.25106313,10.05798731,10.25439932,11.42886199,9.0721622,11.37540544,10.19297412,10.21090387,8.545663829,5.664169818,7.794158599,10.05665275,9.366733678,9.672019448,9.600219988
201107,73572.05,8.028555909,9.662806107,14.13681114,10.07987319,10.13495556,11.13205209,9.017913205,11.27345244,10.18527579,10.1182763,8.475734536,5.82478462,7.6999914,9.962745594,9.155404557,9.610987224,9.50014993
201108,76726.52,8.131954444,9.727622905,14.13581131,10.02590207,10.14501233,11.02402847,9.049551475,11.18927488,10.27594623,10.06135332,8.5031539,6.065996251,7.742202349,9.9704511,9.107680096,9.612003595,9.520508967
201109,69618.47,8.047534463,9.744339992,14.14516748,9.937606814,10.33168107,11.10632516,8.973447987,11.1411875,10.16944535,10.06619636,8.448067954,5.871458699,7.589569989,9.923438698,9.084036739,9.497651626,9.673627118
201110,67679.57,7.84994414,9.656496906,14.18955861,9.795494129,10.19921778,11.19743675,8.872476387,11.16584591,10.07415901,9.961149201,8.331374567,5.85499169,7.435305858,9.880591425,9.085466707,9.387460927,9.430505091
201111,65126.01,7.732145173,9.646119984,14.18393678,9.844951249,10.08152746,11.23725575,8.82456965,11.20270994,10.01353407,9.919112347,8.362351773,5.769648552,7.520755288,9.869102091,9.131208849,9.342815832,9.391840758
201112,59951.68,7.622430558,9.800255326,14.15423811,9.877460262,10.02116036,11.24471891,8.632012373,11.14199467,9.814455772,9.745932752,8.277763996,5.534537051,7.472479141,9.827867592,9.200628161,9.211306905,9.390708355
201201,56954.25,7.620554095,9.930889662,14.13352492,9.837749379,9.871484886,11.2324818,8.617837845,11.06008695,9.810463408,9.610797628,8.317508077,5.678450649,7.397601363,9.868427572,9.163448116,9.23789328,9.192691849
201202,57589.95,7.603005247,9.579668328,14.14833185,9.645517669,10.16383941,11.24489228,8.8271202,11.14667972,9.880827236,9.829849624,8.287456704,5.824149428,7.674016295,9.879125185,9.147923971,9.489899795,9.43633665
201203,59868.06,7.615807328,9.596301848,14.15049598,9.56559651,10.02043112,11.28394001,8.817719177,11.15394945,9.895560214,9.715718384,8.324639707,5.74290158,7.633300431,9.941792943,9.185188909,9.464725193,9.31693932
201204,57589.43,7.722685485,9.648372052,14.12072282,9.541790734,9.888121599,11.28762359,8.805455945,11.12514825,9.883000621,9.690434174,8.254122558,5.590122428,7.66471775,9.839722066,9.162064416,9.379571623,9.253967708
201205,58202.08,7.733946671,9.498879077,14.07812325,9.535030616,9.99904043,11.26941606,8.476195348,11.11611906,9.874320294,9.73073467,8.093949476,5.476097795,7.686430403,9.823872212,9.012153545,9.365107433,9.308671439
201206,55875.2,7.822779209,9.454061152,14.12367297,9.586013404,9.969319768,11.39546976,8.382749383,11.07287481,9.91056048,9.68576242,8.13512366,5.400392792,7.532612912,9.865335948,8.885820026,9.372793349,9.251729885
201207,46311.14,7.801237462,9.22658078,13.96823765,9.451478643,9.846295315,11.03642107,8.387468942,10.84738664,9.673816493,9.562892629,7.978105258,4.752042442,7.415392425,9.634222835,8.771227318,9.247105187,9.015645176
201208,48857.23,7.790746071,9.232565553,13.96119925,9.426630089,9.886635857,10.87377601,8.309461515,10.81076862,9.69889462,9.578316813,7.974716585,4.70168237,7.522025364,9.635217181,8.7831421,9.190155624,9.110167157
201209,46223.6,7.61446507,9.148736527,13.89303625,9.260562843,9.952980803,10.90184,8.126197692,10.7570983,9.581847375,9.587012238,7.844988772,5.10893917,7.272687934,9.577929143,8.714084919,9.12748884,9.221027065
201210,44516.41,7.427937394,9.156043519,13.94186564,9.203114931,9.834164269,11.080516,8.150993315,10.80694225,9.533713619,9.529893862,7.807127293,4.933497917,7.359215538,9.531978845,8.612849311,8.945626239,9.062114224
201211,39636.69,7.328872583,9.051638853,13.93098604,9.134000542,9.726938304,11.12107491,8.036005655,10.87421742,9.428415903,9.517610343,7.744613117,4.922490184,7.29448463,9.501487933,8.710696499,8.931526593,9.025650172
201212,39339.19,7.230505223,9.095772711,13.88103328,9.195824525,9.631901901,11.08486269,7.994501106,10.80150107,9.332335856,9.354491797,7.661020129,4.50297377,7.035889885,9.482642781,8.661344443,8.776903938,8.972831126
201301,39530.7,7.100657331,9.198842929,13.84288153,9.147148996,9.486867711,11.16308795,7.947600802,10.72258036,9.350773393,9.242764967,7.729100844,4.778022046,7.249120525,9.521631788,8.637818229,8.839337268,8.867077934
201302,39935.63,7.143806368,8.873214382,13.82486863,8.914378517,9.856388607,11.13571715,8.187108153,10.80769032,9.460546408,9.623018735,7.692279004,5.087163526,7.45326229,9.496877039,8.638287361,9.178909146,9.033667273
201303,38878.82,7.264079161,8.924034818,13.81602642,8.860279649,9.595679641,11.13339751,8.161948082,10.83944149,9.554222232,9.431420997,7.762860157,4.991462668,7.363040497,9.599485701,8.713822732,9.115674025,8.979564267
201304,37407.54,7.320089408,9.031698636,13.75068997,8.806999905,9.48781452,11.05681606,8.089432473,10.81943563,9.434830217,9.54736103,7.701163093,4.887164363,7.256124324,9.540657993,8.609307908,9.086869403,8.95232907
201305,34569.65,7.284547213,9.056097921,13.73645848,8.755684127,9.66757786,11.03692083,8.010538524,10.81519922,9.435443602,9.265693713,7.712027826,4.833711145,7.320250286,9.461754906,8.668725761,9.007947283,9.031354964
201306,33787.35,7.320133768,8.935418014,13.77500862,8.760902686,9.547219669,11.07913495,7.985622196,10.72198264,9.429557023,9.144341799,7.751852881,4.802111846,7.20914793,9.451540714,8.597714554,9.050751381,8.899314201
201307,33468.74,7.221463952,8.788537171,13.74719735,8.805059797,9.309992928,10.70007924,8.03509528,10.54542775,9.372184524,9.145719821,7.705847889,4.902187053,7.031126229,9.320789021,8.418891702,8.949917632,8.654134638
201308,33226.46,7.21757035,8.727707083,13.62607085,8.734292916,9.366047554,10.55755887,7.951334306,10.4818278,9.52041143,9.139883036,7.643898729,4.825639765,7.339712355,9.320139622,8.390555014,8.907918331,8.760758786
201309,32448.94,7.106352007,8.807131916,13.50834103,8.663666648,9.38577913,10.62568224,7.867131554,10.45262319,9.292392137,9.072575689,7.64116878,4.757291093,7.077200963,9.300792406,8.350471561,8.724463588,8.827395665
201310,30959.43,6.903083885,8.744593271,13.57935725,8.649546365,9.210993159,10.8441243,7.844905726,10.51723459,9.237080643,9.081817672,7.561838294,4.560566048,6.97956139,9.268426244,8.233892971,8.668399484,8.614388684
201311,30255.48,6.87642559,8.696035369,13.60395585,8.644640312,9.198860125,10.91271274,7.837976924,10.57763921,9.18957516,8.979307406,7.535588705,4.539856645,7.031939119,9.32001686,8.206578703,8.636256651,8.607510747
201312,29957.22,6.894709552,8.760520944,13.53341141,8.597745,9.165743344,10.91814778,7.804390501,10.53043644,9.121810206,8.83607156,7.517181663,4.568313859,6.948529592,9.318470748,8.315973545,8.581979682,8.657625692
201401,26697.3,6.876594176,8.752670291,13.45301097,8.581544695,9.056596359,10.87936142,7.668285836,10.44844558,9.184288756,8.765888615,7.542651861,4.530771479,6.789380331,9.306567404,8.271481893,8.6427883,8.499965849
201402,27091.72,6.82069921,8.468851747,13.4575721,8.505513043,9.530356518,10.89083117,7.963985677,10.55758539,9.27799902,8.996372594,7.663286944,4.967903839,7.013564694,9.336820588,8.237499394,8.876704968,8.875019792
201403,30050.74,6.770915792,8.606492798,13.49833706,8.423173678,9.442301732,10.97644762,7.997628157,10.58488497,9.322701625,8.867398834,7.67816577,4.946116684,7.067309618,9.410508396,8.124493359,8.871537762,8.735402349
201404,28974,6.811244379,8.692657961,13.4726244,8.382518288,9.368113056,10.93303554,7.933796875,10.56418902,9.287486581,8.81774213,7.647308832,4.905274778,7.073269717,9.360655133,8.106816039,8.824677891,8.695506727
201405,28109.51,6.837633842,8.727214218,13.48815791,8.317759575,9.435912173,10.96702588,7.912804594,10.58444372,9.269790657,8.79832848,7.581597818,5.027774246,7.086453613,9.345810509,8.240328928,8.797854879,8.670394678
201406,27210.12,6.81971632,8.683787724,13.47244868,8.336338239,9.370636984,11.0500827,7.95006561,10.52957784,9.345129973,8.791012671,7.681214823,4.748118351,7.001287516,9.355250777,8.291662042,8.79492159,8.579666644
201407,26117.79,6.683464695,8.540692507,13.3262866,8.294525027,9.238055729,10.64460003,8.005130136,10.41184463,9.258048046,8.775345367,7.57980139,4.89844857,6.902540405,9.300436071,8.110201919,8.705110728,8.423622238
201408,27839.17,6.84057701,8.498003848,13.27647851,8.388937458,9.323757446,10.41023738,7.971018762,10.36883819,9.284329408,8.800981543,7.689167883,4.534103415,7.050961717,9.316386353,8.100888648,8.756852563,8.488339704
